Unnamed: 0,customer_id,age,gender,region,income,signup_date,ticket_count,complaint_count,avg_resolution_time,satisfaction_score,open_rate,click_rate,purchase_rate,unsubscribed,churn,ltv
767,CUST00767,48.0,Male,West,29189.08,2025-03-05,4,2,1.92,4.17,0.54,0.15,0.1,0,1,6997.18
768,CUST00768,36.0,Male,West,9870.56,2025-07-22,2,1,4.04,4.46,0.12,0.06,0.03,0,0,10102.11
769,CUST00769,61.0,Male,South,23643.11,2025-06-26,4,3,0.58,3.55,0.42,0.23,0.17,0,0,8115.72
770,CUST00770,71.0,Female,East,24568.95,2024-03-31,3,2,2.15,3.02,0.32,0.08,0.04,0,1,7427.77
771,CUST00771,56.0,Male,South,45760.15,2023-11-09,3,2,4.18,4.0,0.25,0.13,0.08,0,0,8469.39
772,CUST00772,44.0,Male,West,85611.48,2025-01-14,3,1,2.63,3.72,0.2,0.06,0.04,0,0,9907.64
773,CUST00773,27.0,Female,East,10132.62,2025-06-22,0,0,3.63,4.35,0.27,0.06,0.02,1,0,8149.89
774,CUST00774,43.0,Male,East,44737.92,2024-03-05,1,0,3.71,4.62,0.27,0.12,0.07,0,0,9069.62
775,CUST00775,36.0,Female,Central,21613.21,2021-02-05,2,1,0.7,4.16,0.06,0.02,0.02,0,0,6654.9
776,CUST00776,56.0,Female,Central,14701.64,2021-01-20,1,1,0.9,3.93,0.21,0.07,0.02,0,0,7742.65
777,CUST00777,20.0,Female,North,26490.11,2023-11-27,0,0,3.27,4.52,0.41,0.11,0.08,0,0,8713.01
778,CUST00778,62.0,Female,Central,11485.66,2024-09-29,2,1,2.22,4.06,0.5,0.26,0.08,0,0,7877.45
779,CUST00779,30.0,Male,East,11833.55,2025-04-29,3,2,2.14,3.26,0.14,0.07,0.04,0,1,8095.71
780,CUST00780,67.0,Female,Central,9250.39,2023-11-06,4,1,3.41,3.86,0.27,0.12,0.06,0,0,7804.25
781,CUST00781,45.0,Male,North,28941.87,2024-01-07,2,2,1.43,3.42,0.19,0.07,0.04,0,1,9061.78
782,CUST00782,37.0,Female,West,25939.08,2022-05-24,2,1,1.26,3.6,0.28,0.11,0.03,0,0,7202.31
783,CUST00783,45.0,Male,Central,14658.98,2022-09-12,3,0,2.21,4.02,0.45,0.18,0.09,0,0,11429.43
784,CUST00784,25.0,Female,East,47183.56,2024-08-27,3,1,3.01,3.71,0.28,0.12,0.09,0,0,8813.61
785,CUST00785,58.0,Male,West,15811.96,2025-03-22,2,1,2.06,4.3,0.2,0.09,0.05,0,0,7910.15
786,CUST00786,56.0,Male,East,41835.26,2020-11-08,1,1,1.88,3.53,0.41,0.16,0.07,0,0,10952.86
787,CUST00787,18.0,Male,West,23412.85,2022-04-18,2,1,3.3,3.52,0.19,0.1,0.03,0,0,9113.45
788,CUST00788,20.0,Male,East,15706.28,2023-11-06,2,1,2.27,4.45,0.05,0.02,0.01,0,0,7705.26
789,CUST00789,30.0,Female,Central,20795.86,2024-12-26,5,0,3.31,3.78,0.46,0.11,0.05,0,0,8702.63
790,CUST00790,45.0,Male,Central,11767.88,2023-10-02,0,0,1.08,4.67,0.32,0.16,0.13,0,0,9345.02
791,CUST00791,74.0,Female,North,24547.53,2022-09-19,1,1,1.57,3.54,0.31,0.09,0.06,0,0,7193.61
792,CUST00792,66.0,Other,West,22365.5,2024-04-27,1,0,2.76,3.61,0.37,0.16,0.06,0,0,10177.83
793,CUST00793,42.0,Female,North,28673.36,2021-06-04,2,0,3.28,4.23,0.16,0.09,0.06,0,0,8357.26
794,CUST00794,73.0,Male,South,34186.16,2021-08-18,3,2,1.95,3.94,0.27,0.08,0.04,0,0,9604.1
795,CUST00795,50.0,Male,Central,23337.29,2021-11-01,1,0,1.17,3.45,0.19,0.06,0.02,0,0,10231.82
796,CUST00796,55.0,Female,West,10528.48,2021-02-13,1,0,1.46,3.23,0.1,0.04,0.02,0,0,8447.1
797,CUST00797,70.0,Male,North,35107.91,2020-12-05,1,0,3.54,4.41,0.36,0.09,0.04,0,0,8662.08
798,CUST00798,23.0,Male,North,,2025-06-09,4,3,1.45,3.29,0.04,0.01,0.01,0,1,6957.43
799,CUST00799,61.0,Female,South,8543.86,2022-01-31,1,0,1.56,4.17,0.44,0.19,0.1,0,0,9017.01
800,CUST00800,62.0,Female,North,25714.43,2023-03-20,1,1,3.47,3.96,0.2,0.08,0.03,0,0,9184.15
801,CUST00801,49.0,Female,East,26703.82,2022-11-17,0,0,1.84,4.17,0.44,0.09,0.05,1,0,7540.81
802,CUST00802,62.0,Male,Central,18412.04,2025-03-04,0,0,2.53,3.32,0.18,0.09,0.06,0,0,6960.06
803,CUST00803,64.0,Female,North,19951.94,2022-11-03,0,0,2.81,4.18,0.49,0.17,0.07,0,0,9339.71
804,CUST00804,38.0,Male,North,16356.28,2022-08-10,0,0,0.6,4.07,0.12,0.06,0.02,0,0,8722.38
805,CUST00805,33.0,Male,South,27120.99,2021-01-08,1,0,2.6,4.01,0.41,0.21,0.1,0,0,8452.83
806,CUST00806,71.0,Female,East,23623.46,2021-11-03,3,2,1.19,2.78,0.14,0.03,0.02,0,1,8724.49
807,CUST00807,38.0,Male,North,13987.03,2024-07-12,1,0,2.15,3.33,0.38,0.23,0.09,0,0,8913.41
808,CUST00808,28.0,Male,Central,,2023-09-19,2,0,2.33,4.1,0.2,0.11,0.08,0,0,9980.0
809,CUST00809,54.0,Male,Central,15789.47,2021-07-27,0,0,3.14,,0.41,0.09,0.07,0,0,8838.05
810,CUST00810,53.0,Female,North,5691.57,2022-03-10,1,1,4.44,2.82,0.43,0.13,0.05,1,0,8367.48
811,CUST00811,52.0,Female,East,17407.61,2024-04-28,1,0,2.18,4.33,0.1,0.03,0.02,0,0,9476.37
812,CUST00812,36.0,Female,Central,36881.63,2021-10-19,1,1,1.59,3.59,0.2,0.1,0.04,0,0,11011.66
813,CUST00813,37.0,Female,Central,19865.38,2023-01-16,2,0,3.68,3.86,0.06,0.02,0.01,0,0,8734.78
814,CUST00814,74.0,Male,East,9726.51,2020-12-21,0,0,2.47,3.74,0.29,0.07,0.03,0,0,8356.74
815,CUST00815,35.0,Male,East,13173.39,2024-12-13,0,0,2.01,4.04,0.12,0.05,0.02,0,0,8590.65
816,CUST00816,64.0,Male,North,12829.56,2024-08-15,0,0,2.93,3.47,0.18,0.06,0.04,0,0,9436.11
817,CUST00817,58.0,Male,West,16520.49,2022-12-31,2,0,0.77,5.0,0.54,0.25,0.14,0,0,8413.89
818,CUST00818,66.0,Female,South,19324.86,2020-08-04,0,0,2.14,4.03,0.62,0.34,0.26,0,0,6966.12
819,CUST00819,31.0,Female,West,28195.77,2020-11-01,1,0,1.92,4.19,0.42,0.2,0.12,0,0,6304.13
820,CUST00820,32.0,Male,West,23487.4,2022-12-28,3,1,1.56,3.3,0.56,0.3,0.22,0,0,11297.37
821,CUST00821,48.0,Male,Central,24057.5,2020-09-18,1,0,4.58,4.83,0.06,0.04,0.03,0,0,8236.81
822,CUST00822,18.0,Male,East,53619.95,2020-11-25,2,1,3.48,4.57,0.31,0.09,0.04,0,0,7936.13
823,CUST00823,70.0,Male,Central,33874.39,2021-05-14,5,3,2.91,3.17,0.58,0.17,0.06,0,1,7972.91
824,CUST00824,71.0,Female,South,32415.84,2023-03-23,0,0,2.66,3.9,0.21,0.1,0.05,0,0,6990.41
825,CUST00825,71.0,Male,North,,2023-06-08,1,0,2.31,3.83,0.56,0.23,0.11,0,0,8552.25
826,CUST00826,20.0,Male,South,15124.89,2022-11-01,1,1,1.17,3.33,0.29,0.14,0.1,0,0,8943.21
827,CUST00827,33.0,Female,Central,9911.87,2025-04-25,1,1,5.59,3.91,0.17,0.1,0.04,0,0,8917.02
828,CUST00828,40.0,Male,Central,14995.02,2024-02-24,4,3,2.42,4.01,0.1,0.04,0.03,0,0,7660.86
829,CUST00829,,Female,Central,32775.39,2022-01-16,2,0,3.19,2.9,0.16,0.08,0.04,0,0,6031.08
830,CUST00830,,Male,Central,18098.53,2025-05-28,2,0,2.61,3.83,0.19,0.08,0.03,0,0,6618.78
831,CUST00831,29.0,Female,West,37654.99,2022-09-28,3,1,0.79,3.51,0.47,0.23,0.09,0,0,9066.91
832,CUST00832,27.0,Other,North,31149.94,2023-06-14,6,3,4.35,3.68,0.29,0.06,0.03,0,0,9232.06
833,CUST00833,49.0,Female,West,22589.18,2024-04-03,0,0,3.43,3.9,0.47,0.12,0.06,0,0,8186.94
834,CUST00834,33.0,Male,Central,38102.04,2024-03-16,1,1,3.45,3.76,0.36,0.14,0.09,0,0,7133.38
835,CUST00835,25.0,Female,East,43573.66,2025-07-13,1,0,1.94,3.21,0.32,0.15,0.06,0,0,8077.02
836,CUST00836,55.0,Male,West,27644.82,2021-09-16,1,0,3.14,3.57,0.22,0.08,0.03,0,0,9363.52
837,CUST00837,29.0,Male,Central,24710.5,2021-08-16,2,1,2.3,3.6,0.13,0.03,0.01,0,0,7543.69
838,CUST00838,41.0,Male,Central,30232.85,2021-02-06,0,0,3.14,3.85,0.11,0.03,0.01,0,0,9573.44
839,CUST00839,45.0,Male,North,,2024-02-11,1,1,3.2,,0.09,0.04,0.02,0,0,7925.82
840,CUST00840,70.0,Female,South,20768.95,2024-12-17,1,1,2.06,4.65,0.26,0.09,0.05,0,0,9533.84
841,CUST00841,25.0,Female,West,21763.83,2024-01-26,1,1,3.01,4.62,0.38,0.21,0.09,0,0,7978.68
842,CUST00842,,Female,West,18317.79,2021-04-27,0,0,3.28,4.9,0.46,0.21,0.07,0,0,8938.24
843,CUST00843,53.0,Female,West,14842.53,2022-11-22,3,1,0.66,3.68,0.32,0.13,0.05,0,0,10870.06
844,CUST00844,43.0,Female,Central,36280.03,2023-09-19,0,0,2.94,4.28,0.19,0.06,0.03,0,0,8637.68
845,CUST00845,25.0,Male,North,23981.29,2023-01-13,0,0,2.93,4.14,0.06,0.03,0.02,0,0,8803.86
846,CUST00846,67.0,Male,Central,25096.79,2020-10-24,0,0,1.31,3.73,0.29,0.17,0.13,0,0,7218.19
847,CUST00847,45.0,Female,Central,44904.35,2024-08-26,2,1,2.35,3.94,0.02,0.0,0.0,0,0,8196.2
848,CUST00848,45.0,Male,East,19976.98,2024-03-07,0,0,3.49,4.49,0.02,0.01,0.01,0,1,7119.0
849,CUST00849,54.0,Female,North,18135.21,2020-11-17,0,0,0.88,3.48,0.43,0.12,0.07,0,0,9818.45
850,CUST00850,58.0,Male,West,43505.67,2022-01-27,0,0,2.92,3.87,0.32,0.11,0.06,0,0,11128.27
851,CUST00851,53.0,Male,South,10452.85,2022-05-01,0,0,2.45,4.73,0.09,0.03,0.02,0,0,6797.98
852,CUST00852,44.0,Male,West,22597.52,2020-08-01,2,1,3.06,3.9,0.57,0.19,0.13,0,0,8794.18
853,CUST00853,71.0,Male,Central,15232.38,2024-08-19,1,1,2.1,4.59,0.27,0.14,0.11,0,0,9647.85
854,CUST00854,34.0,Male,North,,2022-09-12,0,0,2.07,3.56,0.37,0.18,0.08,0,0,7728.93
855,CUST00855,,Female,North,29318.75,2024-08-19,2,0,2.46,3.79,0.23,0.12,0.09,0,0,8406.75
856,CUST00856,50.0,Male,North,30145.63,2023-02-04,1,1,0.94,4.12,0.49,0.22,0.16,0,0,8918.97
857,CUST00857,70.0,Female,East,,2020-08-18,1,0,0.86,4.7,0.39,0.11,0.05,0,0,11330.58
858,CUST00858,37.0,Male,West,19413.74,2022-01-23,3,2,3.85,3.81,0.28,0.08,0.05,0,0,7818.84
859,CUST00859,30.0,Male,East,20028.06,2021-11-30,0,0,2.23,3.38,0.34,0.11,0.06,0,1,8518.92
860,CUST00860,45.0,Male,South,28661.24,2024-04-06,0,0,1.63,3.74,0.17,0.07,0.05,0,0,9583.61
861,CUST00861,65.0,Female,Central,34329.17,2024-03-04,1,0,3.86,4.28,0.15,0.08,0.04,0,0,9640.26
862,CUST00862,46.0,Male,East,11497.08,2021-01-10,2,1,4.31,3.61,0.29,0.13,0.09,0,0,6277.42
863,CUST00863,30.0,Female,East,25772.43,2021-11-19,2,2,2.41,3.84,0.72,0.26,0.19,0,0,7201.01
864,CUST00864,63.0,Male,Central,18076.68,2025-05-28,0,0,3.97,4.84,0.22,0.09,0.04,0,0,8667.6
865,CUST00865,52.0,Female,North,23007.52,2020-12-21,2,2,1.14,3.6,0.3,0.09,0.07,0,0,7219.88
866,CUST00866,23.0,Male,Central,18428.54,2022-07-30,1,0,0.5,3.32,0.16,0.08,0.03,0,0,7843.52
867,CUST00867,35.0,Female,West,,2021-12-26,0,0,1.58,5.0,0.27,0.13,0.09,0,0,8152.01
868,CUST00868,68.0,Female,Central,13236.57,2024-01-22,0,0,1.91,4.59,0.1,0.03,0.01,0,0,7321.86
869,CUST00869,22.0,Female,North,20424.45,2024-11-13,1,1,2.26,3.73,0.48,0.15,0.07,0,0,6912.45
870,CUST00870,64.0,Male,Central,26349.46,2024-02-06,2,1,2.81,3.56,0.08,0.03,0.01,0,0,9777.39
871,CUST00871,42.0,Male,East,16293.09,2023-08-29,0,0,2.75,4.37,0.21,0.1,0.07,0,0,8327.11
872,CUST00872,19.0,Male,South,39930.91,2025-03-12,0,0,4.21,2.88,0.51,0.23,0.12,0,0,8122.76
873,CUST00873,27.0,Female,East,75299.23,2025-05-16,0,0,2.43,3.53,0.61,0.16,0.08,0,0,8717.69
874,CUST00874,73.0,Female,South,27080.32,2025-07-04,0,0,0.82,4.24,0.11,0.05,0.02,0,0,8048.63
875,CUST00875,47.0,Female,Central,21576.98,2022-03-03,3,2,2.11,3.87,0.32,0.09,0.03,0,0,8852.69
876,CUST00876,67.0,Male,West,13958.84,2025-03-10,0,0,3.53,3.43,0.21,0.08,0.05,0,0,7617.52
877,CUST00877,62.0,Male,Central,26503.42,2023-07-11,2,1,1.76,3.91,0.23,0.06,0.04,1,0,10067.62
878,CUST00878,22.0,Male,North,46100.91,2023-09-23,2,0,1.92,3.06,0.12,0.04,0.02,0,0,10240.82
879,CUST00879,72.0,Other,Central,58351.46,2021-08-06,3,1,0.5,3.28,0.4,0.23,0.07,0,0,9566.47
880,CUST00880,73.0,Female,South,44270.68,2021-04-28,0,0,1.8,3.73,0.55,0.29,0.19,0,0,8832.78
881,CUST00881,50.0,Female,East,33578.96,2024-11-07,1,1,1.08,3.86,0.18,0.09,0.04,0,0,7685.73
882,CUST00882,71.0,Male,West,27040.65,2021-07-05,1,0,3.54,4.57,0.32,0.19,0.09,0,0,8110.75
883,CUST00883,18.0,Female,Central,13038.55,2024-04-04,0,0,0.5,3.73,0.34,0.18,0.09,1,0,9009.36
884,CUST00884,35.0,Female,Central,20955.14,2024-04-02,0,0,0.5,4.13,0.06,0.03,0.01,0,0,7670.93
885,CUST00885,49.0,Male,East,19772.77,2025-07-23,1,1,1.02,,0.12,0.05,0.03,0,0,8185.45
886,CUST00886,64.0,Female,West,21023.54,2022-06-27,1,0,2.81,4.39,0.35,0.16,0.12,0,0,9973.34
887,CUST00887,66.0,Female,Central,15371.86,2021-06-23,3,0,3.21,4.17,0.14,0.08,0.06,0,0,7060.81
888,CUST00888,28.0,Female,Central,32174.55,2021-05-23,0,0,3.66,3.37,0.18,0.09,0.03,0,0,7886.62
889,CUST00889,38.0,Female,South,19207.72,2020-11-25,1,0,2.64,3.91,0.25,0.15,0.08,0,0,9892.64
890,CUST00890,43.0,Male,South,18443.82,2022-07-17,0,0,2.57,3.62,0.42,0.09,0.06,0,0,8541.19
891,CUST00891,42.0,Male,North,15397.9,2025-06-15,1,0,1.11,4.18,0.12,0.03,0.01,0,0,8879.76
892,CUST00892,39.0,Other,East,24739.34,2021-11-20,4,1,1.48,4.15,0.06,0.03,0.02,0,0,7111.31
893,CUST00893,44.0,Male,West,46554.89,2021-11-19,1,1,3.48,4.11,0.18,0.08,0.04,0,0,7449.09
894,CUST00894,66.0,Female,Central,21914.33,2022-11-07,4,1,2.03,4.27,0.38,0.19,0.09,1,0,8316.16
895,CUST00895,30.0,Female,Central,25358.53,2021-12-03,2,2,1.47,3.15,0.32,0.09,0.04,0,1,7830.47
896,CUST00896,50.0,Female,North,57967.06,2022-06-30,3,2,3.09,4.38,0.3,0.18,0.13,0,1,8991.36
897,CUST00897,51.0,Other,Central,40203.98,2022-07-29,1,1,0.63,3.93,0.28,0.11,0.04,0,0,11863.07
898,CUST00898,58.0,Male,East,29550.99,2022-03-23,3,1,2.36,3.82,0.03,0.01,0.01,0,0,6652.1
899,CUST00899,52.0,Male,North,28936.21,2021-07-24,0,0,3.15,4.32,0.35,0.1,0.06,0,0,6486.77
900,CUST00900,18.0,Male,East,16292.61,2022-02-03,3,2,2.04,3.98,0.35,0.11,0.08,0,0,9583.0
901,CUST00901,38.0,Male,North,15515.04,2024-08-17,1,0,2.11,4.97,0.62,0.22,0.11,0,0,10135.15
902,CUST00902,65.0,Male,Central,23640.2,2021-02-15,2,0,2.18,4.36,0.48,0.15,0.1,0,0,10340.0
903,CUST00903,72.0,Male,North,23941.94,2024-03-14,0,0,1.99,4.87,0.79,0.2,0.11,0,0,9544.75
904,CUST00904,23.0,Female,South,14401.93,2021-01-07,3,2,2.37,3.39,0.64,0.18,0.11,0,0,7722.45
905,CUST00905,45.0,Female,West,31308.61,2022-03-20,1,0,2.94,3.77,0.35,0.14,0.05,0,0,9048.06
906,CUST00906,34.0,Male,Central,19174.78,2020-08-14,1,0,3.78,3.0,0.16,0.05,0.02,0,0,10098.2
907,CUST00907,22.0,Male,West,38702.53,2022-10-28,0,0,3.53,4.4,0.08,0.02,0.01,0,0,8298.69
908,CUST00908,48.0,Female,Central,21424.61,2025-04-20,0,0,1.95,4.23,0.18,0.05,0.03,0,0,9332.22
909,CUST00909,22.0,Male,West,20497.12,2022-05-31,2,1,4.53,2.5,0.13,0.04,0.03,0,0,9446.35
910,CUST00910,55.0,Male,South,13784.52,2022-11-02,3,0,4.2,4.17,0.7,0.39,0.13,0,0,8787.25
911,CUST00911,20.0,Male,West,14560.54,2020-10-29,1,1,1.3,,0.44,0.1,0.03,0,0,7394.61
912,CUST00912,70.0,Female,North,42569.03,2023-07-07,3,1,1.83,3.5,0.11,0.05,0.03,0,0,8445.5
913,CUST00913,40.0,Male,West,25197.04,2022-08-13,2,0,0.88,4.49,0.29,0.08,0.03,0,0,7645.33
914,CUST00914,54.0,Other,Central,26759.67,2022-07-31,3,1,1.81,3.91,0.48,0.17,0.07,0,0,10930.42
915,CUST00915,70.0,Male,East,49036.66,2025-03-04,2,0,2.44,4.83,0.49,0.29,0.11,0,0,9120.07
916,CUST00916,54.0,Female,West,,2022-11-13,1,1,2.0,4.12,0.18,0.08,0.03,0,0,8245.55
917,CUST00917,27.0,Male,West,30811.02,2021-06-07,2,1,1.74,2.83,0.11,0.05,0.03,0,0,7500.0
918,CUST00918,27.0,Male,West,9957.23,2023-10-10,0,0,1.49,4.13,0.56,0.29,0.14,0,0,8949.88
919,CUST00919,36.0,Female,Central,17697.42,2022-07-11,1,1,3.1,3.67,0.07,0.03,0.01,0,0,8302.49
920,CUST00920,34.0,Female,West,12424.88,2024-12-31,0,0,1.66,4.12,0.19,0.08,0.06,0,0,8615.14
921,CUST00921,38.0,Female,Central,33836.5,2020-10-20,2,1,2.17,4.37,0.31,0.09,0.05,0,0,10586.09
922,CUST00922,31.0,Female,Central,8562.41,2022-02-12,0,0,1.82,3.92,0.18,0.1,0.03,0,0,6159.42
923,CUST00923,26.0,Female,East,19632.82,2023-10-07,4,2,2.16,2.85,0.21,0.09,0.06,0,1,9068.77
924,CUST00924,63.0,Female,North,12340.17,2023-10-10,0,0,2.32,3.9,0.16,0.05,0.04,0,0,9591.48
925,CUST00925,18.0,Female,Central,14365.66,2021-04-25,2,0,2.58,4.44,0.33,0.13,0.1,0,0,8268.29
926,CUST00926,68.0,Male,South,15516.27,2020-12-24,0,0,3.27,4.64,0.18,0.04,0.03,0,0,8108.54
927,CUST00927,62.0,Male,West,42597.56,2022-09-05,2,0,2.42,4.07,0.37,0.2,0.15,0,0,7747.84
928,CUST00928,30.0,Male,South,18627.33,2021-11-14,1,0,3.0,4.28,0.16,0.03,0.02,0,0,7958.01
929,CUST00929,21.0,Female,West,52243.09,2025-07-10,1,0,3.34,4.15,0.5,0.16,0.08,0,0,10726.8
930,CUST00930,18.0,Male,East,58005.5,2024-04-10,1,1,2.97,4.57,0.3,0.09,0.04,0,0,8633.24
931,CUST00931,66.0,Male,Central,63376.09,2025-04-22,2,2,1.46,4.43,0.65,0.14,0.07,0,0,7953.59
932,CUST00932,57.0,Female,North,21388.67,2024-07-07,1,1,2.93,4.57,0.12,0.03,0.01,1,0,6699.57
933,CUST00933,49.0,Female,Central,24469.4,2024-01-23,0,0,3.19,4.11,0.27,0.08,0.03,0,0,9825.46
934,CUST00934,51.0,Female,West,26608.28,2022-03-14,4,1,1.42,4.13,0.11,0.03,0.02,1,0,9403.91
935,CUST00935,45.0,Male,North,18329.3,2024-05-26,2,2,1.52,2.96,0.21,0.07,0.03,0,1,6943.7
936,CUST00936,48.0,Female,Central,27233.01,2023-02-05,1,1,3.12,3.51,0.07,0.03,0.02,0,0,6099.66
937,CUST00937,25.0,Male,North,13799.7,2021-09-01,2,0,2.72,4.47,0.25,0.07,0.03,0,0,11025.43
938,CUST00938,56.0,Male,West,8623.64,2021-06-28,4,2,3.23,4.04,0.13,0.03,0.01,0,0,7639.6
939,CUST00939,43.0,Male,East,31478.73,2023-10-23,0,0,2.25,3.63,0.26,0.13,0.05,1,0,7768.04
940,CUST00940,51.0,Male,East,18492.37,2021-12-02,1,1,2.12,3.53,0.34,0.16,0.11,1,0,7955.24
941,CUST00941,71.0,Male,Central,13516.33,2024-04-24,1,1,2.34,3.88,0.32,0.15,0.07,0,0,7989.97
942,CUST00942,71.0,Female,South,14398.61,2021-09-05,2,0,2.12,3.33,0.29,0.06,0.04,0,0,10303.98
943,CUST00943,20.0,Male,West,46983.93,2022-01-15,2,1,2.19,3.69,0.2,0.11,0.09,0,0,7855.82
944,CUST00944,67.0,Female,Central,27779.58,2025-04-14,2,1,4.57,4.29,0.13,0.06,0.03,0,0,8693.81
945,CUST00945,29.0,Female,Central,10289.16,2022-01-04,2,0,1.86,3.2,0.51,0.21,0.13,0,0,7984.68
946,CUST00946,18.0,Male,East,12167.29,2024-08-09,1,0,2.08,4.49,0.25,0.07,0.04,0,0,8574.51
947,CUST00947,71.0,Female,North,19035.49,2024-09-09,1,0,2.4,3.03,0.36,0.12,0.07,0,0,8338.44
948,CUST00948,61.0,Male,West,27950.9,2023-08-31,3,1,2.74,4.27,0.29,0.09,0.05,1,0,7709.64
949,CUST00949,22.0,Female,North,14804.91,2025-07-05,0,0,5.18,4.66,0.35,0.12,0.04,0,0,10065.8
950,CUST00950,47.0,Male,West,,2025-04-12,4,2,1.79,3.46,0.44,0.24,0.11,0,1,7559.65
951,CUST00951,47.0,Male,South,23324.87,2023-03-26,3,1,1.6,4.42,0.6,0.22,0.1,0,0,9082.54
952,CUST00952,74.0,Male,East,23567.74,2022-08-07,1,1,1.81,3.76,0.37,0.11,0.05,0,0,8755.78
953,CUST00953,34.0,Female,South,6650.4,2025-06-24,1,0,2.37,4.29,0.11,0.02,0.01,0,0,9346.08
954,CUST00954,65.0,Female,Central,24607.85,2022-09-07,0,0,1.76,4.24,0.36,0.18,0.11,0,0,10985.74
955,CUST00955,64.0,Male,East,9261.03,2023-09-03,2,0,2.26,3.45,0.47,0.14,0.11,0,0,7825.27
956,CUST00956,40.0,Female,Central,19087.73,2021-02-01,3,0,0.61,5.0,0.38,0.1,0.06,0,0,8392.93
957,CUST00957,32.0,Female,South,17142.1,2025-04-08,3,1,2.31,3.21,0.13,0.06,0.03,0,0,9208.24
958,CUST00958,54.0,Female,West,12844.02,2025-05-05,3,0,1.48,3.64,0.05,0.03,0.01,0,0,7975.24
959,CUST00959,38.0,Female,Central,33576.56,2024-04-24,2,2,2.95,3.42,0.52,0.14,0.05,0,1,8548.25
960,CUST00960,31.0,Female,North,12556.73,2021-09-21,0,0,1.49,3.99,0.47,0.27,0.11,0,0,9030.86
961,CUST00961,19.0,Female,West,16958.62,2021-04-01,1,0,3.13,4.54,0.16,0.09,0.03,0,0,8392.84
962,CUST00962,28.0,Female,West,34179.01,2023-02-13,1,0,3.54,,0.2,0.09,0.04,0,0,8731.62
963,CUST00963,68.0,Male,South,16718.14,2021-10-08,2,2,2.89,3.96,0.27,0.09,0.03,0,0,7419.2
964,CUST00964,56.0,Male,South,15074.28,2023-12-11,0,0,2.97,3.88,0.4,0.13,0.05,0,0,6332.58
965,CUST00965,55.0,Male,East,19262.63,2022-02-23,1,1,2.62,4.03,0.42,0.22,0.15,0,0,8369.33
966,CUST00966,51.0,Female,East,28861.14,2021-05-17,1,1,0.5,3.58,0.51,0.12,0.05,1,0,7526.83
967,CUST00967,55.0,Female,North,45394.84,2023-09-02,0,0,2.29,,0.11,0.05,0.03,0,0,8332.25
968,CUST00968,67.0,Male,West,13793.31,2021-09-27,2,1,3.2,3.49,0.41,0.08,0.06,0,0,7153.73
969,CUST00969,51.0,Female,North,14363.69,2025-07-13,1,1,3.0,3.96,0.11,0.03,0.02,0,0,10443.41
970,CUST00970,35.0,Male,North,19184.01,2021-02-06,1,1,3.09,4.09,0.2,0.09,0.03,0,0,10180.27
971,CUST00971,47.0,Male,South,24712.64,2022-01-06,0,0,4.15,4.72,0.76,0.27,0.17,0,0,9001.53
972,CUST00972,32.0,Other,North,14986.07,2021-12-02,3,2,2.44,3.22,0.28,0.11,0.04,0,1,7339.0
973,CUST00973,44.0,Male,North,31078.82,2025-06-09,1,0,1.43,3.51,0.36,0.08,0.06,0,0,8147.12
974,CUST00974,68.0,Male,Central,13923.89,2021-05-14,0,0,2.66,3.27,0.21,0.12,0.08,0,0,8599.59
975,CUST00975,51.0,Female,East,8514.9,2023-10-01,2,1,3.16,4.16,0.05,0.02,0.01,0,0,8815.73
976,CUST00976,69.0,Female,East,28735.47,2023-04-24,0,0,1.82,4.58,0.25,0.11,0.06,0,0,7796.07
977,CUST00977,74.0,Male,West,30448.58,2020-08-20,4,3,2.9,4.18,0.11,0.04,0.01,1,0,8710.28
978,CUST00978,55.0,Female,East,37135.38,2025-06-25,2,1,3.88,3.77,0.76,0.17,0.06,0,0,8845.62
979,CUST00979,50.0,Female,West,8135.97,2025-05-19,0,0,3.33,4.26,0.33,0.07,0.05,0,0,9162.92
980,CUST00980,41.0,Male,Central,15790.95,2020-11-03,0,0,0.5,,0.06,0.02,0.01,0,0,9907.12
981,CUST00981,32.0,Male,East,19428.01,2024-10-21,4,0,2.97,4.32,0.46,0.16,0.05,0,0,8427.88
982,CUST00982,47.0,Female,Central,53022.9,2023-07-19,0,0,4.09,3.69,0.35,0.12,0.06,0,0,10272.78
983,CUST00983,72.0,Male,East,20341.11,2022-02-15,0,0,2.31,4.28,0.38,0.09,0.03,0,0,8073.32
984,CUST00984,59.0,Female,East,11234.47,2021-08-27,3,1,2.12,4.48,0.33,0.17,0.12,0,0,8656.77
985,CUST00985,68.0,Female,Central,25549.43,2024-08-30,1,0,2.66,4.09,0.45,0.15,0.06,0,0,9331.39
986,CUST00986,34.0,Other,North,42392.56,2022-11-20,0,0,3.38,4.46,0.19,0.07,0.04,0,0,8875.07
987,CUST00987,22.0,Male,North,38113.33,2023-10-30,0,0,3.03,4.27,0.36,0.21,0.1,0,0,9686.82
988,CUST00988,46.0,Other,North,29170.09,2024-05-24,3,0,3.08,3.46,0.18,0.1,0.08,0,0,7582.06
989,CUST00989,21.0,Male,North,25117.4,2022-11-05,3,1,1.75,3.63,0.12,0.04,0.03,0,0,9414.27
990,CUST00990,27.0,Male,East,7087.75,2021-03-31,3,0,4.04,,0.43,0.17,0.11,0,0,9475.08
