customer_id,open_rate,click_rate,purchase_rate,unsubscribed
CUST00697,0.17,0.08,0.05,0
CUST00698,0.26,0.07,0.03,0
CUST00699,0.04,0.01,0.0,0
CUST00700,0.36,0.18,0.07,0
CUST00701,0.2,0.11,0.05,0
CUST00702,0.05,0.03,0.02,0
CUST00703,0.44,0.13,0.09,0
CUST00704,0.3,0.14,0.08,0
CUST00705,0.21,0.11,0.04,0
CUST00706,0.57,0.31,0.23,0
CUST00707,0.34,0.18,0.08,0
CUST00708,0.47,0.19,0.12,0
CUST00709,0.21,0.05,0.02,0
CUST00710,0.79,0.18,0.09,1
CUST00711,0.22,0.06,0.02,0
CUST00712,0.76,0.41,0.2,0
CUST00713,0.19,0.07,0.06,0
CUST00714,0.27,0.09,0.04,0
CUST00715,0.34,0.17,0.1,0
CUST00716,0.24,0.14,0.07,0
CUST00717,0.28,0.09,0.07,0
CUST00718,0.18,0.09,0.04,0
CUST00719,0.18,0.04,0.01,0
CUST00720,0.2,0.09,0.03,0
CUST00721,0.18,0.04,0.02,0
CUST00722,0.3,0.08,0.06,1
CUST00723,0.37,0.08,0.03,0
CUST00724,0.28,0.12,0.09,0
CUST00725,0.27,0.15,0.06,0
CUST00726,0.39,0.19,0.12,0
CUST00727,0.35,0.11,0.06,0
CUST00728,0.26,0.06,0.04,0
CUST00729,0.2,0.04,0.02,0
CUST00730,0.53,0.25,0.17,0
CUST00731,0.1,0.05,0.02,0
CUST00732,0.21,0.11,0.04,0
CUST00733,0.18,0.07,0.05,0
CUST00734,0.39,0.15,0.07,0
CUST00735,0.27,0.1,0.04,0
CUST00736,0.52,0.25,0.11,0
CUST00737,0.05,0.01,0.01,0
CUST00738,0.04,0.01,0.0,0
CUST00739,0.27,0.1,0.04,0
CUST00740,0.16,0.05,0.04,0
CUST00741,0.14,0.05,0.03,0
CUST00742,0.48,0.15,0.09,0
CUST00743,0.14,0.06,0.04,0
CUST00744,0.12,0.05,0.04,0
CUST00745,0.31,0.11,0.08,0
CUST00746,0.16,0.07,0.05,0
CUST00747,0.42,0.15,0.06,0
CUST00748,0.21,0.06,0.02,0
CUST00749,0.19,0.06,0.05,0
CUST00750,0.35,0.14,0.09,0
CUST00751,0.34,0.16,0.1,0
CUST00752,0.43,0.12,0.07,0
CUST00753,0.13,0.05,0.03,0
CUST00754,0.28,0.12,0.09,0
CUST00755,0.43,0.13,0.04,0
CUST00756,0.39,0.16,0.09,0
CUST00757,0.21,0.09,0.03,0
CUST00758,0.3,0.16,0.06,0
CUST00759,0.05,0.02,0.01,0
CUST00760,0.45,0.22,0.13,0
CUST00761,0.27,0.14,0.11,0
CUST00762,0.31,0.16,0.06,0
CUST00763,0.19,0.05,0.03,0
CUST00764,0.36,0.08,0.03,0
CUST00765,0.05,0.01,0.0,0
CUST00766,0.17,0.05,0.03,0
CUST00767,0.54,0.15,0.1,0
CUST00768,0.12,0.06,0.03,0
CUST00769,0.42,0.23,0.17,0
CUST00770,0.32,0.08,0.04,0
CUST00771,0.25,0.13,0.08,0
CUST00772,0.2,0.06,0.04,0
CUST00773,0.27,0.06,0.02,1
CUST00774,0.27,0.12,0.07,0
CUST00775,0.06,0.02,0.02,0
CUST00776,0.21,0.07,0.02,0
CUST00777,0.41,0.11,0.08,0
CUST00778,0.5,0.26,0.08,0
CUST00779,0.14,0.07,0.04,0
CUST00780,0.27,0.12,0.06,0
CUST00781,0.19,0.07,0.04,0
CUST00782,0.28,0.11,0.03,0
CUST00783,0.45,0.18,0.09,0
CUST00784,0.28,0.12,0.09,0
CUST00785,0.2,0.09,0.05,0
CUST00786,0.41,0.16,0.07,0
CUST00787,0.19,0.1,0.03,0
CUST00788,0.05,0.02,0.01,0
CUST00789,0.46,0.11,0.05,0
CUST00790,0.32,0.16,0.13,0
CUST00791,0.31,0.09,0.06,0
CUST00792,0.37,0.16,0.06,0
CUST00793,0.16,0.09,0.06,0
CUST00794,0.27,0.08,0.04,0
CUST00795,0.19,0.06,0.02,0
CUST00796,0.1,0.04,0.02,0
CUST00797,0.36,0.09,0.04,0
CUST00798,0.04,0.01,0.01,0
CUST00799,0.44,0.19,0.1,0
CUST00800,0.2,0.08,0.03,0
CUST00801,0.44,0.09,0.05,1
CUST00802,0.18,0.09,0.06,0
CUST00803,0.49,0.17,0.07,0
CUST00804,0.12,0.06,0.02,0
CUST00805,0.41,0.21,0.1,0
CUST00806,0.14,0.03,0.02,0
CUST00807,0.38,0.23,0.09,0
CUST00808,0.2,0.11,0.08,0
CUST00809,0.41,0.09,0.07,0
CUST00810,0.43,0.13,0.05,1
CUST00811,0.1,0.03,0.02,0
CUST00812,0.2,0.1,0.04,0
CUST00813,0.06,0.02,0.01,0
CUST00814,0.29,0.07,0.03,0
CUST00815,0.12,0.05,0.02,0
CUST00816,0.18,0.06,0.04,0
CUST00817,0.54,0.25,0.14,0
CUST00818,0.62,0.34,0.26,0
CUST00819,0.42,0.2,0.12,0
CUST00820,0.56,0.3,0.22,0
CUST00821,0.06,0.04,0.03,0
CUST00822,0.31,0.09,0.04,0
CUST00823,0.58,0.17,0.06,0
CUST00824,0.21,0.1,0.05,0
CUST00825,0.56,0.23,0.11,0
CUST00826,0.29,0.14,0.1,0
CUST00827,0.17,0.1,0.04,0
CUST00828,0.1,0.04,0.03,0
CUST00829,0.16,0.08,0.04,0
CUST00830,0.19,0.08,0.03,0
CUST00831,0.47,0.23,0.09,0
CUST00832,0.29,0.06,0.03,0
CUST00833,0.47,0.12,0.06,0
CUST00834,0.36,0.14,0.09,0
CUST00835,0.32,0.15,0.06,0
CUST00836,0.22,0.08,0.03,0
CUST00837,0.13,0.03,0.01,0
CUST00838,0.11,0.03,0.01,0
CUST00839,0.09,0.04,0.02,0
CUST00840,0.26,0.09,0.05,0
CUST00841,0.38,0.21,0.09,0
CUST00842,0.46,0.21,0.07,0
CUST00843,0.32,0.13,0.05,0
CUST00844,0.19,0.06,0.03,0
CUST00845,0.06,0.03,0.02,0
CUST00846,0.29,0.17,0.13,0
CUST00847,0.02,0.0,0.0,0
CUST00848,0.02,0.01,0.01,0
CUST00849,0.43,0.12,0.07,0
CUST00850,0.32,0.11,0.06,0
CUST00851,0.09,0.03,0.02,0
CUST00852,0.57,0.19,0.13,0
CUST00853,0.27,0.14,0.11,0
CUST00854,0.37,0.18,0.08,0
CUST00855,0.23,0.12,0.09,0
CUST00856,0.49,0.22,0.16,0
CUST00857,0.39,0.11,0.05,0
CUST00858,0.28,0.08,0.05,0
CUST00859,0.34,0.11,0.06,0
CUST00860,0.17,0.07,0.05,0
CUST00861,0.15,0.08,0.04,0
CUST00862,0.29,0.13,0.09,0
CUST00863,0.72,0.26,0.19,0
CUST00864,0.22,0.09,0.04,0
CUST00865,0.3,0.09,0.07,0
CUST00866,0.16,0.08,0.03,0
CUST00867,0.27,0.13,0.09,0
CUST00868,0.1,0.03,0.01,0
CUST00869,0.48,0.15,0.07,0
CUST00870,0.08,0.03,0.01,0
CUST00871,0.21,0.1,0.07,0
CUST00872,0.51,0.23,0.12,0
CUST00873,0.61,0.16,0.08,0
CUST00874,0.11,0.05,0.02,0
CUST00875,0.32,0.09,0.03,0
CUST00876,0.21,0.08,0.05,0
CUST00877,0.23,0.06,0.04,1
CUST00878,0.12,0.04,0.02,0
CUST00879,0.4,0.23,0.07,0
CUST00880,0.55,0.29,0.19,0
CUST00881,0.18,0.09,0.04,0
CUST00882,0.32,0.19,0.09,0
CUST00883,0.34,0.18,0.09,1
CUST00884,0.06,0.03,0.01,0
CUST00885,0.12,0.05,0.03,0
CUST00886,0.35,0.16,0.12,0
CUST00887,0.14,0.08,0.06,0
CUST00888,0.18,0.09,0.03,0
CUST00889,0.25,0.15,0.08,0
CUST00890,0.42,0.09,0.06,0
CUST00891,0.12,0.03,0.01,0
CUST00892,0.06,0.03,0.02,0
CUST00893,0.18,0.08,0.04,0
CUST00894,0.38,0.19,0.09,1
CUST00895,0.32,0.09,0.04,0
CUST00896,0.3,0.18,0.13,0
CUST00897,0.28,0.11,0.04,0
CUST00898,0.03,0.01,0.01,0
CUST00899,0.35,0.1,0.06,0
CUST00900,0.35,0.11,0.08,0
CUST00901,0.62,0.22,0.11,0
CUST00902,0.48,0.15,0.1,0
CUST00903,0.79,0.2,0.11,0
CUST00904,0.64,0.18,0.11,0
CUST00905,0.35,0.14,0.05,0
CUST00906,0.16,0.05,0.02,0
CUST00907,0.08,0.02,0.01,0
CUST00908,0.18,0.05,0.03,0
CUST00909,0.13,0.04,0.03,0
CUST00910,0.7,0.39,0.13,0
CUST00911,0.44,0.1,0.03,0
CUST00912,0.11,0.05,0.03,0
CUST00913,0.29,0.08,0.03,0
CUST00914,0.48,0.17,0.07,0
CUST00915,0.49,0.29,0.11,0
CUST00916,0.18,0.08,0.03,0
CUST00917,0.11,0.05,0.03,0
CUST00918,0.56,0.29,0.14,0
CUST00919,0.07,0.03,0.01,0
CUST00920,0.19,0.08,0.06,0
CUST00921,0.31,0.09,0.05,0
CUST00922,0.18,0.1,0.03,0
CUST00923,0.21,0.09,0.06,0
CUST00924,0.16,0.05,0.04,0
CUST00925,0.33,0.13,0.1,0
CUST00926,0.18,0.04,0.03,0
CUST00927,0.37,0.2,0.15,0
CUST00928,0.16,0.03,0.02,0
CUST00929,0.5,0.16,0.08,0
CUST00930,0.3,0.09,0.04,0
CUST00931,0.65,0.14,0.07,0
CUST00932,0.12,0.03,0.01,1
CUST00933,0.27,0.08,0.03,0
CUST00934,0.11,0.03,0.02,1
CUST00935,0.21,0.07,0.03,0
CUST00936,0.07,0.03,0.02,0
CUST00937,0.25,0.07,0.03,0
CUST00938,0.13,0.03,0.01,0
CUST00939,0.26,0.13,0.05,1
CUST00940,0.34,0.16,0.11,1
CUST00941,0.32,0.15,0.07,0
CUST00942,0.29,0.06,0.04,0
CUST00943,0.2,0.11,0.09,0
CUST00944,0.13,0.06,0.03,0
CUST00945,0.51,0.21,0.13,0
CUST00946,0.25,0.07,0.04,0
CUST00947,0.36,0.12,0.07,0
CUST00948,0.29,0.09,0.05,1
CUST00949,0.35,0.12,0.04,0
CUST00950,0.44,0.24,0.11,0
CUST00951,0.6,0.22,0.1,0
CUST00952,0.37,0.11,0.05,0
CUST00953,0.11,0.02,0.01,0
CUST00954,0.36,0.18,0.11,0
CUST00955,0.47,0.14,0.11,0
CUST00956,0.38,0.1,0.06,0
CUST00957,0.13,0.06,0.03,0
CUST00958,0.05,0.03,0.01,0
CUST00959,0.52,0.14,0.05,0
CUST00960,0.47,0.27,0.11,0
CUST00961,0.16,0.09,0.03,0
CUST00962,0.2,0.09,0.04,0
CUST00963,0.27,0.09,0.03,0
CUST00964,0.4,0.13,0.05,0
CUST00965,0.42,0.22,0.15,0
CUST00966,0.51,0.12,0.05,1
CUST00967,0.11,0.05,0.03,0
CUST00968,0.41,0.08,0.06,0
CUST00969,0.11,0.03,0.02,0
CUST00970,0.2,0.09,0.03,0
CUST00971,0.76,0.27,0.17,0
CUST00972,0.28,0.11,0.04,0
CUST00973,0.36,0.08,0.06,0
CUST00974,0.21,0.12,0.08,0
CUST00975,0.05,0.02,0.01,0
CUST00976,0.25,0.11,0.06,0
CUST00977,0.11,0.04,0.01,1
CUST00978,0.76,0.17,0.06,0
CUST00979,0.33,0.07,0.05,0
CUST00980,0.06,0.02,0.01,0
CUST00981,0.46,0.16,0.05,0
CUST00982,0.35,0.12,0.06,0
CUST00983,0.38,0.09,0.03,0
CUST00984,0.33,0.17,0.12,0
CUST00985,0.45,0.15,0.06,0
CUST00986,0.19,0.07,0.04,0
CUST00987,0.36,0.21,0.1,0
CUST00988,0.18,0.1,0.08,0
CUST00989,0.12,0.04,0.03,0
CUST00990,0.43,0.17,0.11,0
CUST00991,0.22,0.05,0.03,0
CUST00992,0.44,0.19,0.12,0
CUST00993,0.19,0.1,0.05,0
CUST00994,0.34,0.12,0.04,0
CUST00995,0.26,0.14,0.09,0
CUST00996,0.34,0.12,0.06,0
CUST00997,0.2,0.11,0.05,0
CUST00998,0.29,0.07,0.02,0
CUST00999,0.29,0.16,0.09,0
CUST01000,0.21,0.09,0.07,0
CUST01001,0.37,0.18,0.1,0
CUST01002,0.18,0.09,0.06,0
CUST01003,0.28,0.12,0.05,1
CUST01004,0.1,0.03,0.02,0
CUST01005,0.11,0.03,0.02,0
CUST01006,0.24,0.06,0.02,0
CUST01007,0.28,0.06,0.02,0
CUST01008,0.14,0.05,0.02,0
CUST01009,0.36,0.14,0.11,0
CUST01010,0.74,0.4,0.2,1
CUST01011,0.43,0.14,0.05,0
CUST01012,0.29,0.17,0.11,0
CUST01013,0.23,0.12,0.09,0
CUST01014,0.31,0.1,0.03,0
CUST01015,0.26,0.11,0.06,0
CUST01016,0.23,0.11,0.08,0
CUST01017,0.19,0.06,0.04,0
CUST01018,0.32,0.17,0.13,0
CUST01019,0.23,0.1,0.03,0
CUST01020,0.26,0.07,0.02,0
CUST01021,0.08,0.02,0.01,0
CUST01022,0.41,0.12,0.04,0
CUST01023,0.21,0.08,0.03,0
CUST01024,0.4,0.19,0.1,0
CUST01025,0.43,0.21,0.07,0
CUST01026,0.19,0.07,0.05,0
CUST01027,0.15,0.08,0.05,0
CUST01028,0.43,0.11,0.06,0
CUST01029,0.22,0.05,0.02,0
CUST01030,0.34,0.12,0.07,0
CUST01031,0.1,0.03,0.02,0
CUST01032,0.29,0.17,0.12,0
CUST01033,0.19,0.08,0.05,0
CUST01034,0.27,0.11,0.05,0
CUST01035,0.34,0.18,0.07,0
CUST01036,0.09,0.03,0.01,1
CUST01037,0.17,0.05,0.04,0
CUST01038,0.11,0.04,0.03,0
CUST01039,0.28,0.07,0.05,0
CUST01040,0.41,0.09,0.07,0
CUST01041,0.51,0.26,0.13,0
CUST01042,0.08,0.04,0.02,0
CUST01043,0.65,0.33,0.14,0
CUST01044,0.2,0.11,0.05,0
CUST01045,0.19,0.1,0.06,0
CUST01046,0.36,0.15,0.1,0
CUST01047,0.22,0.09,0.04,0
CUST01048,0.2,0.09,0.03,0
CUST01049,0.29,0.12,0.08,0
CUST01050,0.24,0.14,0.08,0
CUST01051,0.32,0.15,0.09,0
CUST01052,0.59,0.24,0.12,0
CUST01053,0.07,0.04,0.03,0
CUST01054,0.45,0.17,0.06,0
CUST01055,0.06,0.02,0.01,0
CUST01056,0.09,0.04,0.02,0
CUST01057,0.37,0.16,0.1,0
CUST01058,0.04,0.02,0.01,0
CUST01059,0.17,0.06,0.03,0
CUST01060,0.24,0.14,0.09,0
CUST01061,0.15,0.08,0.05,0
CUST01062,0.48,0.11,0.07,0
CUST01063,0.7,0.17,0.11,0
CUST01064,0.56,0.18,0.1,0
CUST01065,0.19,0.08,0.04,0
CUST01066,0.34,0.08,0.03,0
CUST01067,0.38,0.11,0.04,0
CUST01068,0.56,0.28,0.12,0
CUST01069,0.04,0.01,0.0,0
CUST01070,0.36,0.09,0.05,0
CUST01071,0.26,0.14,0.1,0
CUST01072,0.18,0.06,0.04,0
CUST01073,0.25,0.13,0.08,0
CUST01074,0.3,0.13,0.05,0
CUST01075,0.2,0.06,0.04,0
CUST01076,0.08,0.03,0.02,0
CUST01077,0.44,0.19,0.15,0
CUST01078,0.32,0.1,0.07,0
CUST01079,0.34,0.2,0.14,0
CUST01080,0.19,0.06,0.03,0
CUST01081,0.21,0.11,0.06,0
CUST01082,0.15,0.08,0.02,1
CUST01083,0.42,0.21,0.14,0
CUST01084,0.08,0.02,0.01,0
CUST01085,0.23,0.14,0.08,0
CUST01086,0.37,0.13,0.06,0
CUST01087,0.36,0.14,0.05,0
CUST01088,0.48,0.2,0.13,0
CUST01089,0.38,0.11,0.08,0
CUST01090,0.21,0.08,0.04,0
CUST01091,0.27,0.06,0.04,0
CUST01092,0.21,0.07,0.04,0
CUST01093,0.22,0.07,0.05,0
CUST01094,0.19,0.09,0.03,0
CUST01095,0.1,0.06,0.03,1
CUST01096,0.39,0.23,0.13,0
CUST01097,0.21,0.07,0.05,0
CUST01098,0.41,0.18,0.13,0
CUST01099,0.22,0.13,0.06,0
CUST01100,0.58,0.24,0.19,0
CUST01101,0.33,0.17,0.11,0
CUST01102,0.15,0.06,0.04,0
CUST01103,0.2,0.1,0.04,0
CUST01104,0.23,0.11,0.04,0
CUST01105,0.29,0.1,0.06,0
CUST01106,0.13,0.05,0.02,0
CUST01107,0.07,0.04,0.02,0
CUST01108,0.21,0.06,0.03,0
CUST01109,0.42,0.09,0.03,0
CUST01110,0.14,0.03,0.02,0
CUST01111,0.2,0.06,0.04,0
CUST01112,0.63,0.35,0.2,0
CUST01113,0.46,0.1,0.07,0
CUST01114,0.2,0.08,0.06,0
CUST01115,0.28,0.16,0.06,0
CUST01116,0.47,0.24,0.1,0
CUST01117,0.23,0.07,0.04,0
CUST01118,0.08,0.02,0.01,0
CUST01119,0.21,0.06,0.03,0
CUST01120,0.19,0.09,0.07,0
CUST01121,0.21,0.07,0.05,0
CUST01122,0.18,0.05,0.04,0
CUST01123,0.73,0.42,0.29,0
CUST01124,0.21,0.07,0.05,0
CUST01125,0.54,0.31,0.17,0
CUST01126,0.13,0.04,0.02,0
CUST01127,0.52,0.24,0.19,0
CUST01128,0.4,0.19,0.11,1
CUST01129,0.2,0.06,0.04,0
CUST01130,0.1,0.03,0.02,0
CUST01131,0.23,0.13,0.08,0
CUST01132,0.45,0.23,0.15,0
CUST01133,0.21,0.11,0.04,1
CUST01134,0.12,0.03,0.01,0
CUST01135,0.15,0.05,0.04,0
CUST01136,0.33,0.19,0.09,0
CUST01137,0.4,0.19,0.14,0
CUST01138,0.29,0.11,0.08,0
CUST01139,0.03,0.01,0.01,0
CUST01140,0.44,0.21,0.09,0
CUST01141,0.23,0.12,0.05,0
CUST01142,0.21,0.07,0.04,0
CUST01143,0.28,0.07,0.05,1
CUST01144,0.57,0.22,0.16,0
CUST01145,0.11,0.06,0.04,0
CUST01146,0.37,0.12,0.05,0
CUST01147,0.3,0.11,0.04,0
CUST01148,0.33,0.15,0.1,0
CUST01149,0.04,0.02,0.01,0
CUST01150,0.58,0.23,0.13,0
CUST01151,0.52,0.25,0.15,0
CUST01152,0.09,0.02,0.01,0
CUST01153,0.34,0.08,0.05,0
CUST01154,0.03,0.02,0.01,0
CUST01155,0.08,0.04,0.02,0
CUST01156,0.25,0.06,0.05,0
CUST01157,0.35,0.13,0.05,0
CUST01158,0.49,0.19,0.06,0
CUST01159,0.33,0.19,0.06,0
CUST01160,0.44,0.23,0.07,0
CUST01161,0.23,0.12,0.06,0
CUST01162,0.29,0.15,0.1,0
CUST01163,0.38,0.16,0.11,0
CUST01164,0.06,0.02,0.02,0
CUST01165,0.22,0.05,0.04,0
CUST01166,0.15,0.07,0.04,1
CUST01167,0.6,0.2,0.07,0
CUST01168,0.1,0.02,0.01,0
CUST01169,0.2,0.04,0.03,0
CUST01170,0.07,0.02,0.01,0
CUST01171,0.3,0.16,0.11,0
CUST01172,0.05,0.02,0.01,0
CUST01173,0.23,0.06,0.04,0
CUST01174,0.1,0.04,0.02,0
CUST01175,0.72,0.36,0.23,0
CUST01176,0.45,0.1,0.06,0
CUST01177,0.1,0.05,0.02,0
CUST01178,0.11,0.05,0.03,0
CUST01179,0.09,0.05,0.03,0
CUST01180,0.18,0.05,0.04,0
CUST01181,0.33,0.09,0.05,0
CUST01182,0.59,0.15,0.06,0
CUST01183,0.2,0.07,0.04,0
CUST01184,0.66,0.39,0.17,0
CUST01185,0.12,0.06,0.02,0
CUST01186,0.28,0.11,0.06,0
CUST01187,0.35,0.16,0.11,0
CUST01188,0.27,0.07,0.03,0
CUST01189,0.1,0.05,0.02,0
CUST01190,0.15,0.05,0.03,1
CUST01191,0.35,0.17,0.09,0
CUST01192,0.12,0.05,0.04,0
CUST01193,0.28,0.09,0.04,0
CUST01194,0.23,0.05,0.02,0
CUST01195,0.37,0.08,0.05,0
CUST01196,0.12,0.03,0.02,0
CUST01197,0.14,0.07,0.04,0
CUST01198,0.09,0.02,0.01,0
CUST01199,0.08,0.02,0.01,0
CUST01200,0.09,0.04,0.02,0
CUST01201,0.64,0.31,0.21,0
CUST01202,0.61,0.21,0.15,0
CUST01203,0.6,0.24,0.14,0
CUST01204,0.35,0.17,0.06,0
CUST01205,0.22,0.08,0.04,0
CUST01206,0.22,0.05,0.02,0
CUST01207,0.75,0.28,0.21,0
CUST01208,0.2,0.05,0.03,0
CUST01209,0.36,0.14,0.09,0
CUST01210,0.2,0.04,0.03,0
CUST01211,0.15,0.08,0.05,0
CUST01212,0.39,0.2,0.12,0
CUST01213,0.11,0.05,0.02,0
CUST01214,0.35,0.09,0.05,0
CUST01215,0.07,0.03,0.02,0
CUST01216,0.26,0.05,0.02,0
CUST01217,0.28,0.16,0.07,0
CUST01218,0.07,0.04,0.03,0
CUST01219,0.03,0.01,0.0,0
CUST01220,0.56,0.25,0.18,0
CUST01221,0.21,0.04,0.03,0
CUST01222,0.27,0.08,0.02,0
CUST01223,0.21,0.1,0.04,0
CUST01224,0.2,0.11,0.03,0
CUST01225,0.13,0.06,0.03,0
CUST01226,0.09,0.05,0.04,0
CUST01227,0.17,0.08,0.05,0
CUST01228,0.61,0.22,0.12,0
CUST01229,0.45,0.13,0.07,0
CUST01230,0.1,0.05,0.03,0
CUST01231,0.17,0.06,0.02,1
CUST01232,0.22,0.07,0.03,0
CUST01233,0.25,0.09,0.06,0
CUST01234,0.2,0.09,0.05,0
CUST01235,0.09,0.03,0.02,0
CUST01236,0.25,0.06,0.04,0
CUST01237,0.59,0.23,0.1,0
CUST01238,0.18,0.04,0.03,0
CUST01239,0.3,0.14,0.08,0
CUST01240,0.06,0.02,0.01,0
CUST01241,0.27,0.12,0.04,1
CUST01242,0.42,0.2,0.12,0
CUST01243,0.44,0.15,0.07,0
CUST01244,0.37,0.13,0.04,0
CUST01245,0.26,0.13,0.08,0
CUST01246,0.31,0.15,0.11,1
CUST01247,0.17,0.07,0.04,1
CUST01248,0.25,0.09,0.05,0
CUST01249,0.32,0.17,0.08,0
CUST01250,0.07,0.02,0.02,0
CUST01251,0.39,0.13,0.08,0
CUST01252,0.58,0.25,0.15,0
CUST01253,0.12,0.04,0.01,0
CUST01254,0.48,0.17,0.1,0
CUST01255,0.36,0.1,0.06,1
CUST01256,0.13,0.08,0.03,0
CUST01257,0.1,0.02,0.01,0
CUST01258,0.49,0.12,0.04,0
CUST01259,0.18,0.07,0.04,0
CUST01260,0.31,0.07,0.03,0
CUST01261,0.05,0.03,0.01,0
CUST01262,0.47,0.13,0.05,0
CUST01263,0.5,0.24,0.15,0
CUST01264,0.4,0.18,0.07,0
CUST01265,0.44,0.11,0.04,0
CUST01266,0.21,0.08,0.03,0
CUST01267,0.19,0.1,0.05,0
CUST01268,0.15,0.06,0.03,0
CUST01269,0.08,0.03,0.01,0
CUST01270,0.55,0.21,0.14,0
CUST01271,0.3,0.14,0.04,1
CUST01272,0.32,0.14,0.11,0
CUST01273,0.46,0.15,0.08,0
CUST01274,0.16,0.08,0.06,0
CUST01275,0.28,0.13,0.09,0
CUST01276,0.32,0.16,0.11,0
CUST01277,0.5,0.25,0.14,0
CUST01278,0.14,0.06,0.03,0
CUST01279,0.26,0.14,0.06,0
CUST01280,0.24,0.08,0.03,1
CUST01281,0.12,0.03,0.02,0
CUST01282,0.33,0.16,0.11,1
CUST01283,0.51,0.19,0.14,0
CUST01284,0.38,0.13,0.1,0
CUST01285,0.2,0.1,0.07,0
CUST01286,0.55,0.17,0.13,0
CUST01287,0.35,0.07,0.02,0
CUST01288,0.3,0.12,0.06,0
CUST01289,0.22,0.09,0.05,0
CUST01290,0.41,0.13,0.06,0
CUST01291,0.43,0.09,0.07,0
CUST01292,0.35,0.1,0.05,0
CUST01293,0.31,0.06,0.03,0
CUST01294,0.09,0.04,0.03,0
CUST01295,0.25,0.07,0.05,0
CUST01296,0.43,0.26,0.14,0
CUST01297,0.36,0.15,0.09,0
CUST01298,0.39,0.11,0.05,0
CUST01299,0.35,0.13,0.08,0
CUST01300,0.13,0.04,0.02,0
CUST01301,0.54,0.15,0.07,0
CUST01302,0.18,0.09,0.03,0
CUST01303,0.39,0.2,0.09,0
CUST01304,0.06,0.03,0.01,0
CUST01305,0.6,0.34,0.19,0
CUST01306,0.1,0.04,0.03,0
CUST01307,0.09,0.05,0.03,0
CUST01308,0.33,0.17,0.07,0
CUST01309,0.34,0.15,0.09,0
CUST01310,0.18,0.09,0.05,0
CUST01311,0.16,0.03,0.02,0
CUST01312,0.5,0.17,0.13,0
CUST01313,0.35,0.2,0.07,0
CUST01314,0.59,0.25,0.18,0
CUST01315,0.39,0.18,0.12,0
CUST01316,0.46,0.2,0.09,0
CUST01317,0.42,0.14,0.05,0
CUST01318,0.16,0.09,0.05,0
CUST01319,0.17,0.05,0.02,0
CUST01320,0.52,0.21,0.07,0
CUST01321,0.08,0.03,0.02,0
CUST01322,0.22,0.07,0.03,0
CUST01323,0.23,0.06,0.05,0
CUST01324,0.34,0.2,0.07,0
CUST01325,0.21,0.07,0.04,0
CUST01326,0.45,0.11,0.07,0
CUST01327,0.11,0.04,0.03,0
CUST01328,0.13,0.07,0.04,0
CUST01329,0.67,0.37,0.14,0
CUST01330,0.23,0.08,0.03,0
CUST01331,0.12,0.03,0.02,1
CUST01332,0.23,0.06,0.04,0
CUST01333,0.2,0.1,0.04,0
CUST01334,0.27,0.14,0.04,0
CUST01335,0.31,0.06,0.03,0
CUST01336,0.44,0.14,0.05,0
CUST01337,0.33,0.13,0.08,0
CUST01338,0.36,0.14,0.07,0
CUST01339,0.09,0.03,0.01,0
CUST01340,0.75,0.15,0.07,0
CUST01341,0.23,0.1,0.07,0
CUST01342,0.17,0.04,0.02,0
CUST01343,0.36,0.18,0.06,0
CUST01344,0.21,0.11,0.08,0
CUST01345,0.12,0.06,0.03,0
CUST01346,0.3,0.17,0.07,0
CUST01347,0.2,0.04,0.02,0
CUST01348,0.46,0.23,0.11,0
CUST01349,0.15,0.04,0.03,0
CUST01350,0.18,0.09,0.04,0
CUST01351,0.55,0.13,0.08,0
CUST01352,0.21,0.07,0.05,0
CUST01353,0.41,0.15,0.08,0
CUST01354,0.08,0.03,0.01,1
CUST01355,0.38,0.11,0.07,0
CUST01356,0.03,0.01,0.0,0
CUST01357,0.11,0.04,0.03,0
CUST01358,0.22,0.09,0.07,0
CUST01359,0.16,0.04,0.02,0
CUST01360,0.36,0.08,0.03,0
CUST01361,0.46,0.21,0.09,1
CUST01362,0.3,0.17,0.09,0
CUST01363,0.09,0.05,0.04,0
CUST01364,0.81,0.46,0.29,0
CUST01365,0.32,0.07,0.04,0
CUST01366,0.16,0.06,0.03,0
CUST01367,0.12,0.04,0.03,0
CUST01368,0.21,0.05,0.04,0
CUST01369,0.13,0.04,0.02,0
CUST01370,0.36,0.12,0.06,0
CUST01371,0.18,0.1,0.05,0
CUST01372,0.41,0.14,0.05,0
CUST01373,0.31,0.15,0.12,0
CUST01374,0.48,0.11,0.08,0
CUST01375,0.36,0.08,0.05,0
CUST01376,0.59,0.15,0.11,0
CUST01377,0.09,0.03,0.01,0
CUST01378,0.19,0.07,0.03,0
CUST01379,0.14,0.08,0.05,0
CUST01380,0.42,0.14,0.08,0
CUST01381,0.15,0.07,0.05,0
CUST01382,0.1,0.04,0.03,0
CUST01383,0.29,0.08,0.03,0
CUST01384,0.15,0.05,0.02,0
CUST01385,0.39,0.17,0.05,0
CUST01386,0.05,0.02,0.01,0
CUST01387,0.61,0.32,0.13,0
CUST01388,0.31,0.17,0.07,0
CUST01389,0.09,0.04,0.02,0
CUST01390,0.29,0.17,0.12,0
CUST01391,0.02,0.0,0.0,0
CUST01392,0.49,0.16,0.09,0
CUST01393,0.23,0.05,0.03,0
CUST01394,0.09,0.03,0.02,0
