customer_id,age,gender,region,income,signup_date
CUST01207,43,Female,North,43573.44,2021-02-22
CUST01208,31,Female,West,40298.05,2023-08-03
CUST01209,55,Male,South,7525.52,2023-02-05
CUST01210,54,Male,East,23339.35,2024-03-31
CUST01211,28,Female,Central,24666.83,2022-07-09
CUST01212,53,Male,North,47070.3,2025-02-04
CUST01213,30,Female,Central,25417.48,2024-08-17
CUST01214,60,Male,Central,44217.04,2024-03-27
CUST01215,20,Male,Central,14907.34,2023-08-29
CUST01216,50,Other,North,9906.79,2020-12-22
CUST01217,23,Male,North,15931.94,2022-11-29
CUST01218,67,Other,Central,48460.01,2024-04-16
CUST01219,73,Other,East,34994.97,2023-08-31
CUST01220,27,Female,West,70349.48,2023-01-10
CUST01221,22,Female,Central,10703.6,2021-04-07
CUST01222,40,Female,South,37073.62,2022-08-07
CUST01223,27,Female,Central,32126.39,2022-10-13
CUST01224,61,Male,North,19098.05,2021-06-11
CUST01225,19,Male,West,32466.49,2024-01-17
CUST01226,30,Female,South,23623.15,2024-09-06
CUST01227,57,Male,West,27726.77,2024-10-27
CUST01228,19,Male,West,30954.54,2022-03-21
CUST01229,37,Male,South,35956.12,2024-03-13
CUST01230,18,Female,Central,23003.6,2025-07-21
CUST01231,54,Female,Central,53565.9,2021-05-02
CUST01232,26,Male,Central,19774.28,2023-04-10
CUST01233,34,Female,East,56493.38,2023-09-13
CUST01234,26,Female,Central,12532.47,2023-04-19
CUST01235,28,Female,South,13459.9,2022-04-27
CUST01236,32,Female,East,13859.76,2024-09-06
CUST01237,41,Female,Central,35540.58,2020-08-14
CUST01238,55,Male,East,14724.52,2024-10-10
CUST01239,72,Female,South,46400.37,2022-12-21
CUST01240,52,Male,Central,16928.66,2025-01-23
CUST01241,47,Female,North,26893.58,2022-08-31
CUST01242,48,Other,South,30334.59,2021-02-17
CUST01243,66,Male,West,13254.97,2024-09-25
CUST01244,22,Male,West,10988.6,2024-06-27
CUST01245,61,Female,South,25373.02,2023-05-13
CUST01246,67,Male,West,19175.32,2024-09-28
CUST01247,31,Female,South,28260.62,2024-09-13
CUST01248,70,Male,North,11239.29,2024-07-31
CUST01249,73,Male,South,18427.91,2023-06-21
CUST01250,28,Other,Central,20112.19,2023-10-21
CUST01251,26,Female,Central,6511.11,2022-11-21
CUST01252,51,Female,East,36233.11,2022-03-16
CUST01253,29,Male,West,15082.33,2025-06-05
CUST01254,52,Female,West,46610.48,2021-07-12
CUST01255,52,Female,South,15577.53,2022-07-17
CUST01256,18,Female,West,16972.28,2025-05-06
CUST01257,57,Female,Central,11837.69,2022-12-29
CUST01258,39,Female,North,39077.67,2021-07-10
CUST01259,46,Male,South,27641.7,2021-01-23
CUST01260,25,Male,West,44358.87,2023-12-29
CUST01261,28,Female,Central,19857.27,2022-09-22
CUST01262,58,Male,East,21571.8,2020-12-11
CUST01263,54,Female,West,9499.49,2020-12-09
CUST01264,31,Male,North,16122.61,2021-11-06
CUST01265,47,Female,North,23986.57,2022-08-22
CUST01266,52,Female,West,26731.57,2021-10-08
CUST01267,38,Male,West,54828.68,2023-05-24
CUST01268,54,Male,Central,8730.05,2025-07-04
CUST01269,22,Male,West,24704.17,2025-04-12
CUST01270,36,Female,East,18249.29,2022-11-14
CUST01271,31,Female,Central,22873.9,2022-02-03
CUST01272,43,Male,South,23187.26,2025-07-28
CUST01273,21,Female,East,20018.41,2021-08-07
CUST01274,42,Male,Central,12499.53,2020-08-12
CUST01275,62,Male,Central,11391.37,2021-05-27
CUST01276,59,Female,North,19293.9,2022-02-05
CUST01277,42,Male,Central,10825.84,2022-05-09
CUST01278,35,Male,East,20817.47,2023-02-01
CUST01279,57,Male,West,19405.57,2024-02-16
CUST01280,25,Male,East,6470.33,2020-12-05
CUST01281,56,Male,South,57919.33,2022-03-20
CUST01282,57,Male,Central,22893.97,2024-09-02
CUST01283,31,Female,Central,6511.37,2021-08-25
CUST01284,49,Male,Central,24923.5,2022-02-15
CUST01285,68,Female,Central,19896.62,2025-02-22
CUST01286,55,Male,North,11397.13,2020-09-24
CUST01287,50,Male,North,25710.42,2022-05-12
CUST01288,40,Female,West,13751.77,2024-04-25
CUST01289,32,Other,Central,24258.35,2021-07-17
CUST01290,50,Male,South,15510.08,2022-01-02
CUST01291,42,Female,West,14005.57,2021-01-25
CUST01292,34,Female,Central,21856.05,2021-12-10
CUST01293,50,Female,North,9788.4,2022-03-19
CUST01294,64,Female,South,21135.97,2022-04-05
CUST01295,72,Male,West,30596.07,2022-06-24
CUST01296,19,Male,South,41577.12,2022-02-03
CUST01297,31,Female,Central,37959.84,2023-01-21
CUST01298,70,Male,East,43332.81,2020-09-08
CUST01299,57,Female,South,17547.08,2020-12-11
CUST01300,57,Male,South,13196.17,2024-02-07
CUST01301,68,Male,North,33112.9,2023-05-17
CUST01302,56,Female,Central,17009.94,2025-05-22
CUST01303,68,Male,South,22095.54,2020-10-17
CUST01304,23,Female,Central,31998.15,2020-12-12
CUST01305,23,Female,North,60509.09,2023-08-15
CUST01306,20,Female,Central,28692.76,2023-10-30
CUST01307,24,Female,North,24405.2,2022-02-13
CUST01308,68,Female,North,12574.73,2021-04-10
CUST01309,25,Female,West,39524.57,2022-09-06
CUST01310,59,Female,Central,27019.7,2021-01-07
CUST01311,69,Male,East,18516.71,2022-08-09
CUST01312,32,Male,West,17584.81,2021-12-21
CUST01313,64,Male,North,17971.97,2023-04-11
CUST01314,46,Male,East,22516.03,2023-09-21
CUST01315,50,Female,South,10620.02,2024-11-21
CUST01316,69,Female,South,40498.14,2024-04-26
CUST01317,47,Female,West,36950.58,2023-01-28
CUST01318,56,Male,East,20257.0,2022-07-10
CUST01319,44,Female,Central,17991.87,2024-08-25
CUST01320,53,Male,East,21772.68,2024-05-23
CUST01321,46,Female,West,23701.2,2024-06-30
CUST01322,55,Female,Central,18957.44,2021-10-07
CUST01323,74,Male,Central,36298.89,2024-05-04
CUST01324,50,Male,South,10806.96,2023-10-29
CUST01325,54,Male,East,15429.43,2022-11-09
CUST01326,44,Female,Central,32455.36,2023-11-17
CUST01327,72,Female,West,25903.63,2023-12-03
CUST01328,50,Female,South,15681.38,2025-02-12
CUST01329,21,Male,Central,26909.49,2024-11-25
CUST01330,39,Male,East,14816.84,2023-11-02
CUST01331,19,Female,South,18862.71,2020-08-18
CUST01332,27,Female,East,37118.08,2021-07-30
CUST01333,22,Male,East,35120.55,2023-04-19
CUST01334,27,Male,East,25441.03,2021-10-30
CUST01335,50,Female,South,13022.39,2023-06-05
CUST01336,71,Male,Central,18236.36,2025-07-15
CUST01337,55,Male,North,23114.9,2024-05-15
CUST01338,30,Male,Central,45602.18,2023-09-08
CUST01339,48,Female,South,9034.59,2024-01-13
CUST01340,64,Female,North,14241.68,2025-01-26
CUST01341,53,Female,North,38727.36,2020-11-09
CUST01342,62,Female,North,43481.18,2023-03-05
CUST01343,41,Female,West,21271.92,2022-01-09
CUST01344,69,Male,South,47533.99,2021-04-19
CUST01345,73,Female,West,15264.95,2024-07-18
CUST01346,32,Male,North,10356.61,2021-02-23
CUST01347,46,Female,West,32699.5,2022-05-25
CUST01348,25,Male,West,42081.04,2021-09-06
CUST01349,22,Male,South,41731.63,2020-08-15
CUST01350,46,Male,East,14303.76,2022-04-18
CUST01351,64,Male,West,24335.46,2025-03-07
CUST01352,21,Male,West,33520.38,2023-06-22
CUST01353,29,Male,North,25603.62,2024-04-08
CUST01354,62,Other,North,45395.96,2021-12-18
CUST01355,19,Male,North,17988.3,2024-10-06
CUST01356,44,Female,Central,21262.33,2023-04-30
CUST01357,48,Female,West,24787.51,2022-07-16
CUST01358,68,Other,North,33398.86,2023-01-10
CUST01359,68,Female,South,19985.66,2023-03-21
CUST01360,53,Female,Central,35021.49,2025-06-08
CUST01361,53,Male,East,49134.29,2020-08-30
CUST01362,43,Male,West,16999.93,2023-05-19
CUST01363,60,Male,West,20285.68,2021-02-05
CUST01364,44,Female,South,35734.78,2024-01-30
CUST01365,22,Female,East,57743.39,2023-08-16
CUST01366,37,Male,East,30272.04,2023-06-17
CUST01367,28,Male,Central,14866.74,2022-08-26
CUST01368,27,Female,West,24320.77,2023-01-14
CUST01369,57,Male,North,35599.85,2020-12-29
CUST01370,55,Female,South,14672.29,2025-07-01
CUST01371,23,Female,South,12846.28,2022-11-06
CUST01372,25,Female,South,18536.71,2023-12-07
CUST01373,40,Female,South,30632.5,2022-06-19
CUST01374,64,Female,North,11107.69,2025-02-04
CUST01375,43,Female,North,15575.6,2024-08-26
CUST01376,63,Female,Central,25256.28,2025-07-30
CUST01377,60,Female,West,37996.88,2025-04-19
CUST01378,29,Male,North,25466.15,2021-11-09
CUST01379,43,Male,Central,26564.8,2022-04-10
CUST01380,30,Male,East,36404.98,2024-07-16
CUST01381,57,Male,West,48953.64,2023-02-04
CUST01382,35,Female,North,46293.46,2024-07-31
CUST01383,42,Female,East,7937.23,2024-08-18
CUST01384,50,Male,Central,23133.31,2024-05-10
CUST01385,64,Male,North,34761.23,2022-04-14
CUST01386,57,Other,North,51528.66,2023-07-28
CUST01387,60,Male,East,30348.22,2023-08-26
CUST01388,29,Male,North,14334.25,2020-12-23
CUST01389,61,Female,South,15313.55,2024-07-25
CUST01390,53,Female,North,15529.3,2022-07-17
CUST01391,65,Male,West,25687.49,2022-06-25
CUST01392,21,Male,East,17328.17,2023-09-22
CUST01393,22,Male,West,4806.23,2022-08-05
CUST01394,73,Female,Central,12220.32,2024-10-03
CUST01395,54,Female,West,17639.14,2024-04-03
CUST01396,25,Male,South,11145.14,2025-03-14
CUST01397,59,Female,South,12006.88,2022-01-09
CUST01398,66,Female,West,61419.66,2022-01-29
CUST01399,45,Male,Central,21931.72,2024-05-13
CUST01400,48,Female,North,18159.38,2023-05-07
CUST01401,26,Female,South,30750.81,2023-12-18
CUST01402,71,Male,West,39067.05,2025-02-18
CUST01403,68,Male,West,67528.69,2021-01-09
CUST01404,46,Female,West,51672.78,2025-04-17
CUST01405,31,Female,North,27375.52,2020-11-17
CUST01406,57,Female,East,10235.28,2022-12-27
CUST01407,58,Female,Central,13343.16,2020-08-18
CUST01408,39,Female,East,18017.0,2024-10-07
CUST01409,28,Male,Central,28375.51,2025-07-14
CUST01410,40,Female,Central,23090.08,2023-07-01
CUST01411,18,Male,West,10545.84,2023-04-19
CUST01412,63,Male,South,9644.32,2024-04-25
CUST01413,54,Female,West,25071.93,2021-07-13
CUST01414,38,Female,North,23388.98,2025-06-06
CUST01415,43,Male,Central,19832.19,2024-04-17
CUST01416,63,Female,South,28042.12,2023-06-11
CUST01417,53,Male,Central,41085.32,2022-10-08
CUST01418,71,Male,Central,25720.26,2025-06-17
CUST01419,40,Male,West,13755.24,2021-11-19
CUST01420,74,Female,South,57389.11,2024-01-16
CUST01421,18,Female,South,20167.86,2024-11-20
CUST01422,71,Male,Central,22584.04,2025-03-06
CUST01423,72,Female,South,15885.64,2021-08-30
CUST01424,68,Male,South,12871.79,2024-08-16
CUST01425,57,Female,West,13406.61,2021-07-06
CUST01426,32,Male,East,12011.3,2023-05-24
CUST01427,38,Male,North,4890.4,2020-08-11
CUST01428,64,Female,East,20371.05,2023-03-08
CUST01429,26,Male,South,38222.3,2024-10-26
CUST01430,70,Male,Central,13464.93,2021-07-06
CUST01431,26,Female,North,79200.98,2025-03-20
CUST01432,27,Other,North,44054.77,2021-06-09
CUST01433,69,Male,Central,21826.67,2024-12-12
CUST01434,74,Male,North,12637.95,2023-01-29
CUST01435,70,Male,Central,9911.5,2020-12-27
CUST01436,43,Female,North,20809.36,2023-10-27
CUST01437,58,Male,East,22789.62,2022-04-11
CUST01438,52,Female,North,19886.7,2023-04-09
CUST01439,69,Other,West,37596.32,2021-05-24
CUST01440,42,Male,Central,46562.05,2022-04-18
CUST01441,43,Male,North,27898.74,2025-01-06
CUST01442,28,Male,Central,28659.29,2021-09-27
CUST01443,55,Male,West,18811.48,2024-09-20
CUST01444,19,Female,North,21972.37,2020-10-24
CUST01445,24,Male,North,27060.13,2022-11-15
CUST01446,35,Male,West,18800.35,2022-10-21
CUST01447,44,Female,West,30651.09,2023-08-25
CUST01448,51,Male,West,12989.7,2021-02-17
CUST01449,44,Female,Central,15273.87,2024-04-09
CUST01450,34,Male,West,13050.0,2021-07-18
CUST01451,60,Female,Central,15767.23,2022-03-25
CUST01452,61,Female,East,19079.27,2025-07-14
CUST01453,68,Female,North,36847.59,2022-09-21
CUST01454,71,Female,North,22487.53,2023-05-03
CUST01455,41,Male,South,11589.4,2024-08-25
CUST01456,42,Male,East,10927.3,2021-10-31
CUST01457,24,Female,West,17890.07,2023-08-29
CUST01458,69,Female,West,33429.72,2022-06-16
CUST01459,23,Male,East,44421.93,2023-12-05
CUST01460,70,Male,West,9942.93,2020-08-11
CUST01461,41,Male,South,26533.84,2021-10-16
CUST01462,50,Male,Central,18016.87,2024-08-25
CUST01463,66,Male,North,18730.15,2020-09-22
CUST01464,46,Female,East,12937.42,2025-05-31
CUST01465,60,Male,North,19731.44,2023-10-18
CUST01466,39,Male,Central,12649.97,2020-09-16
CUST01467,43,Female,East,19284.84,2025-02-03
CUST01468,45,Female,Central,39109.82,2025-01-04
CUST01469,67,Female,West,30200.65,2021-06-22
CUST01470,38,Female,West,57347.0,2022-12-30
CUST01471,66,Male,West,28657.73,2023-09-09
CUST01472,24,Female,Central,24034.82,2024-10-02
CUST01473,34,Female,Central,29040.53,2023-07-03
CUST01474,37,Male,Central,14944.53,2022-11-21
CUST01475,58,Female,North,7761.93,2022-12-02
CUST01476,66,Female,Central,32796.78,2023-10-25
CUST01477,37,Male,West,8976.23,2025-05-28
CUST01478,71,Male,South,38592.01,2023-05-19
CUST01479,39,Male,Central,32061.36,2020-12-04
CUST01480,45,Male,South,14403.69,2021-05-18
CUST01481,57,Male,West,17711.25,2020-08-20
CUST01482,66,Female,Central,21899.75,2021-02-24
CUST01483,24,Male,North,13889.86,2022-07-12
CUST01484,18,Female,North,28861.39,2024-11-03
CUST01485,49,Female,South,30161.9,2022-08-12
CUST01486,30,Female,North,10705.57,2025-02-23
CUST01487,47,Female,North,14595.16,2023-11-18
CUST01488,40,Male,North,21624.81,2022-05-13
CUST01489,68,Male,West,38959.98,2021-04-29
CUST01490,73,Female,North,30520.15,2024-03-22
CUST01491,36,Female,East,6867.4,2024-01-24
CUST01492,49,Female,Central,19034.4,2023-11-18
CUST01493,47,Male,North,27898.74,2023-06-09
CUST01494,46,Female,North,14765.08,2023-02-19
CUST01495,66,Male,North,14204.21,2022-01-26
CUST01496,62,Female,East,15161.62,2023-10-07
CUST01497,46,Other,North,18882.89,2022-10-31
CUST01498,47,Male,North,13500.11,2022-02-10
CUST01499,33,Female,Central,30637.05,2022-07-08
CUST01500,57,Male,East,14323.39,2021-03-15
CUST01501,36,Male,East,13120.36,2024-06-07
CUST01502,35,Female,North,18045.54,2025-06-08
CUST01503,18,Female,East,46141.05,2021-06-14
CUST01504,31,Female,South,28642.3,2021-02-21
CUST01505,68,Female,East,29567.53,2022-06-02
CUST01506,64,Female,East,25415.78,2020-08-03
CUST01507,67,Female,East,13718.62,2021-04-09
CUST01508,19,Female,West,15993.97,2024-12-27
CUST01509,71,Male,West,14691.17,2021-04-27
CUST01510,45,Other,West,38016.67,2023-06-18
CUST01511,66,Male,East,25531.5,2025-05-20
CUST01512,67,Female,South,9569.6,2021-07-26
CUST01513,47,Male,East,45539.1,2025-05-12
CUST01514,55,Male,North,18657.89,2021-06-23
CUST01515,68,Male,South,30536.84,2024-08-31
CUST01516,21,Female,West,37278.39,2025-03-08
CUST01517,18,Male,Central,6117.85,2022-05-24
CUST01518,25,Male,South,27647.73,2025-04-23
CUST01519,46,Female,West,19413.27,2024-02-04
CUST01520,72,Female,South,6562.02,2022-03-10
CUST01521,56,Male,South,12503.16,2022-11-29
CUST01522,20,Male,East,17548.01,2024-10-13
CUST01523,49,Male,North,33618.29,2022-08-27
CUST01524,27,Male,Central,20168.58,2025-05-04
CUST01525,27,Female,West,23719.69,2024-02-27
CUST01526,36,Female,South,18433.7,2020-10-12
CUST01527,63,Female,Central,37947.24,2023-10-15
CUST01528,51,Male,South,28581.52,2025-02-06
CUST01529,50,Female,North,23895.08,2020-10-18
CUST01530,40,Female,Central,12437.03,2024-04-25
CUST01531,72,Female,West,23386.63,2022-06-30
CUST01532,45,Female,South,88515.76,2021-11-10
CUST01533,49,Female,North,32781.96,2024-07-05
CUST01534,67,Female,Central,15219.44,2024-06-12
CUST01535,24,Male,South,55616.21,2021-07-13
CUST01536,46,Female,South,14887.89,2024-01-15
CUST01537,25,Female,West,31481.4,2021-12-10
CUST01538,18,Female,North,21523.49,2022-06-21
CUST01539,74,Male,East,24126.46,2023-04-09
CUST01540,72,Female,South,24573.28,2021-09-09
CUST01541,20,Female,Central,19461.94,2022-12-12
CUST01542,41,Male,West,18130.12,2024-08-29
CUST01543,40,Male,West,11402.44,2024-04-15
CUST01544,25,Female,South,12550.18,2025-02-13
CUST01545,71,Female,South,26029.4,2025-03-27
CUST01546,74,Female,South,15656.52,2021-04-10
CUST01547,64,Male,East,13974.58,2024-10-17
CUST01548,54,Female,South,90550.41,2021-04-19
CUST01549,20,Male,North,76471.45,2021-10-03
CUST01550,68,Male,Central,29448.91,2024-12-23
CUST01551,50,Male,South,31595.05,2024-06-28
CUST01552,45,Male,East,14673.4,2022-04-19
CUST01553,64,Male,Central,12177.92,2021-08-25
CUST01554,25,Male,West,18579.83,2021-08-20
CUST01555,51,Male,South,22029.73,2024-10-01
CUST01556,52,Male,Central,31462.1,2024-10-10
CUST01557,49,Female,West,8820.48,2025-07-27
CUST01558,41,Female,East,64448.62,2023-08-24
CUST01559,31,Male,North,24934.62,2022-11-24
CUST01560,49,Female,South,10144.14,2021-09-23
CUST01561,73,Male,North,23830.88,2025-05-16
CUST01562,63,Female,East,14027.49,2023-08-13
CUST01563,60,Male,Central,13544.42,2025-01-31
CUST01564,33,Male,Central,12949.33,2021-04-01
CUST01565,21,Female,East,19375.35,2024-10-22
CUST01566,69,Female,East,63029.48,2024-08-01
CUST01567,54,Female,South,23071.02,2025-04-11
CUST01568,71,Female,West,31161.7,2022-02-16
CUST01569,38,Female,North,35216.05,2021-12-24
CUST01570,31,Male,North,20488.56,2024-12-14
CUST01571,48,Male,Central,12326.29,2021-08-26
CUST01572,72,Male,Central,9903.36,2024-05-20
CUST01573,65,Male,South,18147.24,2023-11-14
CUST01574,35,Female,East,39025.41,2023-06-20
CUST01575,24,Female,North,35161.12,2023-08-07
CUST01576,27,Male,South,25039.01,2023-12-30
CUST01577,24,Female,Central,26754.0,2023-09-18
CUST01578,50,Female,Central,20569.98,2024-03-09
CUST01579,40,Male,North,17313.8,2024-07-14
CUST01580,38,Male,Central,15228.26,2023-02-08
CUST01581,36,Male,Central,10554.15,2023-03-24
CUST01582,65,Male,West,54098.56,2020-10-26
CUST01583,36,Male,East,23994.03,2021-05-31
CUST01584,53,Female,Central,17654.88,2025-05-03
CUST01585,46,Male,West,54752.77,2021-11-19
CUST01586,35,Male,South,60233.94,2023-04-19
CUST01587,19,Other,Central,86905.72,2024-06-08
CUST01588,18,Female,South,19454.55,2022-07-13
CUST01589,64,Female,Central,23216.43,2022-06-10
CUST01590,22,Male,North,30499.88,2021-10-15
CUST01591,37,Male,West,50568.93,2022-09-11
CUST01592,28,Female,West,22720.24,2023-04-05
CUST01593,59,Male,North,13471.38,2021-03-16
CUST01594,19,Male,East,15112.99,2020-09-16
CUST01595,20,Female,West,39684.49,2021-09-15
CUST01596,40,Female,South,30046.98,2021-11-24
CUST01597,72,Male,West,20202.16,2025-03-05
CUST01598,29,Female,East,19548.62,2020-10-22
CUST01599,37,Male,South,20202.61,2022-07-31
CUST01600,22,Male,South,40925.95,2025-06-11
CUST01601,54,Male,North,14846.56,2020-10-13
CUST01602,55,Male,Central,12007.59,2022-03-02
CUST01603,47,Male,North,54633.6,2020-08-24
CUST01604,26,Female,Central,22304.13,2023-12-25
CUST01605,51,Female,North,21169.9,2023-09-02
CUST01606,70,Female,Central,30806.96,2021-10-21
CUST01607,61,Male,West,13434.01,2022-11-09
CUST01608,52,Male,South,32056.27,2025-06-21
CUST01609,69,Male,Central,18190.17,2022-04-23
CUST01610,39,Male,West,38670.65,2025-04-15
CUST01611,61,Male,East,10230.54,2022-09-14
CUST01612,41,Female,North,27593.43,2023-04-29
CUST01613,34,Female,East,19621.55,2023-03-31
CUST01614,27,Female,West,15485.79,2024-02-20
CUST01615,47,Male,East,32392.18,2021-04-02
CUST01616,73,Female,East,20452.06,2021-01-30
CUST01617,63,Male,West,27805.98,2023-08-01
CUST01618,40,Male,South,41475.41,2024-07-09
CUST01619,49,Male,Central,32720.2,2024-02-15
CUST01620,34,Female,North,12833.5,2021-12-05
CUST01621,67,Other,Central,16799.88,2025-02-01
CUST01622,68,Male,North,27712.69,2025-01-19
CUST01623,34,Female,Central,32759.18,2021-01-25
CUST01624,31,Female,East,18115.48,2021-08-05
CUST01625,26,Male,South,24316.9,2022-06-27
CUST01626,57,Male,East,24240.83,2020-10-23
CUST01627,19,Male,South,25989.54,2021-11-16
CUST01628,62,Other,West,12216.3,2021-06-13
CUST01629,42,Male,North,10856.12,2022-10-01
CUST01630,56,Female,North,7118.0,2025-03-01
CUST01631,26,Male,West,23220.26,2021-11-20
CUST01632,71,Female,Central,11135.63,2024-05-15
CUST01633,39,Male,West,64110.46,2025-03-09
CUST01634,60,Female,West,30548.11,2021-06-06
CUST01635,63,Female,South,12198.48,2023-12-02
CUST01636,21,Female,West,38853.96,2020-09-20
CUST01637,43,Female,North,38899.99,2025-06-04
CUST01638,46,Male,East,40512.35,2023-01-22
CUST01639,62,Female,South,14705.31,2021-08-02
CUST01640,51,Male,South,31508.96,2023-01-12
CUST01641,40,Male,Central,40857.01,2025-06-19
CUST01642,54,Female,East,48311.68,2022-03-16
CUST01643,28,Male,South,10281.78,2023-06-30
CUST01644,23,Female,West,19755.42,2021-05-07
CUST01645,35,Other,South,14443.44,2023-03-22
CUST01646,38,Male,South,55941.52,2024-04-04
CUST01647,59,Female,South,28156.36,2025-03-04
CUST01648,53,Male,Central,34393.54,2021-06-20
CUST01649,58,Male,South,27950.15,2023-11-01
CUST01650,55,Male,South,26572.78,2022-10-17
CUST01651,51,Female,Central,14304.88,2022-05-11
CUST01652,34,Female,East,17619.21,2022-03-05
CUST01653,54,Female,North,22828.33,2023-07-28
CUST01654,42,Other,Central,15925.98,2022-07-05
CUST01655,55,Male,Central,14521.91,2021-12-22
CUST01656,29,Male,South,19873.88,2024-10-15
CUST01657,40,Female,South,16275.69,2023-12-19
CUST01658,70,Female,North,22582.0,2022-06-09
CUST01659,59,Male,South,17651.3,2021-10-19
CUST01660,39,Male,West,15639.74,2023-08-27
CUST01661,38,Female,South,13852.04,2021-01-03
CUST01662,44,Female,South,22093.7,2025-02-04
CUST01663,74,Male,West,34342.85,2024-11-10
CUST01664,48,Male,North,30498.59,2022-03-19
CUST01665,23,Female,West,10265.51,2022-02-04
CUST01666,44,Female,Central,33856.13,2024-05-21
CUST01667,57,Male,West,30391.08,2023-02-17
CUST01668,51,Female,East,34325.26,2022-09-03
CUST01669,29,Male,Central,37865.9,2021-08-18
CUST01670,62,Male,South,15308.65,2020-11-10
CUST01671,74,Female,Central,18960.22,2021-09-06
CUST01672,70,Female,North,53918.65,2024-03-27
CUST01673,24,Male,North,52340.21,2022-06-07
CUST01674,27,Female,West,21198.92,2024-05-21
CUST01675,62,Female,Central,29778.91,2022-12-24
CUST01676,34,Female,South,31110.48,2021-01-22
CUST01677,43,Female,North,53041.1,2025-02-15
CUST01678,38,Female,South,26177.1,2023-11-09
CUST01679,45,Female,East,12014.34,2024-05-24
CUST01680,63,Male,North,17361.27,2023-07-20
CUST01681,19,Male,West,105531.88,2024-05-04
CUST01682,71,Male,East,11739.2,2025-03-08
CUST01683,60,Female,Central,22587.22,2025-02-05
CUST01684,18,Female,South,70036.14,2024-07-16
CUST01685,68,Male,North,14766.68,2022-10-16
CUST01686,70,Male,East,5633.86,2021-08-04
CUST01687,53,Female,East,6176.46,2022-12-31
CUST01688,68,Male,North,14807.56,2024-12-02
CUST01689,43,Female,Central,9122.81,2020-08-07
CUST01690,46,Male,Central,36996.69,2025-06-26
CUST01691,38,Female,West,25186.72,2022-02-13
CUST01692,28,Female,Central,7578.58,2022-11-17
CUST01693,57,Male,West,9920.16,2025-04-24
CUST01694,28,Male,East,40948.49,2021-12-11
CUST01695,53,Male,North,24259.89,2025-03-27
CUST01696,66,Female,Central,45108.04,2023-09-25
CUST01697,56,Female,West,38542.06,2024-12-07
CUST01698,57,Male,East,12391.17,2021-12-31
CUST01699,52,Female,Central,34234.32,2023-02-20
CUST01700,71,Female,South,29185.45,2024-07-19
CUST01701,51,Male,East,8259.67,2025-05-14
CUST01702,72,Male,Central,11147.95,2022-02-02
CUST01703,64,Female,East,74520.93,2024-07-31
CUST01704,41,Female,North,13851.93,2020-09-29
CUST01705,71,Female,North,27058.61,2024-07-14
CUST01706,39,Female,North,20023.76,2023-03-12
CUST01707,22,Female,South,24145.71,2022-09-19
CUST01708,73,Male,North,20697.14,2024-10-05
CUST01709,50,Female,South,35688.85,2023-05-11
CUST01710,53,Female,North,35224.44,2022-01-28
CUST01711,64,Female,East,23364.25,2022-03-11
CUST01712,37,Male,Central,14013.32,2023-06-15
CUST01713,36,Male,Central,16574.25,2025-06-16
CUST01714,52,Male,North,10017.01,2022-10-09
CUST01715,69,Male,Central,18634.79,2021-12-26
CUST01716,60,Male,North,9106.9,2023-11-29
CUST01717,34,Female,North,24573.49,2022-08-28
CUST01718,62,Female,West,25539.95,2024-04-21
CUST01719,60,Male,West,36410.99,2021-09-17
CUST01720,51,Female,West,11967.59,2023-10-23
CUST01721,26,Male,South,12380.8,2022-11-15
CUST01722,43,Male,West,47209.51,2025-01-28
CUST01723,19,Male,North,11110.38,2024-07-17
CUST01724,70,Female,East,61427.21,2022-11-28
CUST01725,26,Male,West,13877.88,2025-05-26
CUST01726,26,Male,West,13926.46,2020-10-03
CUST01727,57,Male,East,33570.57,2020-11-04
CUST01728,34,Female,North,28989.7,2020-10-23
CUST01729,18,Male,South,50049.53,2023-05-25
CUST01730,42,Female,West,8555.66,2024-06-12
CUST01731,60,Female,East,28762.21,2021-07-08
CUST01732,57,Female,North,21525.92,2023-12-18
CUST01733,59,Female,Central,12856.9,2024-04-09
CUST01734,42,Male,South,56428.88,2022-10-18
CUST01735,56,Male,East,24777.09,2025-04-10
CUST01736,52,Female,East,21345.06,2024-06-24
CUST01737,20,Male,East,27639.55,2025-03-02
CUST01738,67,Female,West,9281.91,2024-08-02
CUST01739,54,Female,Central,11798.14,2025-05-04
CUST01740,61,Female,South,18651.64,2023-11-09
CUST01741,61,Female,North,25801.83,2025-04-30
CUST01742,68,Other,North,41660.85,2025-05-07
CUST01743,47,Female,Central,14150.98,2022-07-30
CUST01744,55,Male,East,12623.99,2020-08-20
CUST01745,51,Female,East,28302.72,2024-06-12
CUST01746,29,Male,East,20579.51,2023-12-07
CUST01747,36,Male,East,8428.4,2023-04-29
CUST01748,54,Female,East,13916.25,2022-08-22
CUST01749,61,Male,Central,20112.89,2023-11-25
CUST01750,66,Male,West,20392.01,2021-04-28
CUST01751,34,Male,South,23038.66,2024-04-22
CUST01752,27,Female,East,11496.99,2024-01-30
CUST01753,74,Female,West,20629.81,2022-10-25
CUST01754,72,Female,North,35367.17,2021-03-24
CUST01755,66,Male,Central,5198.8,2025-04-16
CUST01756,64,Female,West,19126.02,2024-01-28
CUST01757,29,Female,East,9595.17,2023-06-10
CUST01758,33,Male,East,21674.34,2022-03-17
CUST01759,41,Male,East,10379.7,2021-04-11
CUST01760,36,Male,West,23553.68,2023-08-01
