customer_id,ticket_count,complaint_count,avg_resolution_time,satisfaction_score
CUST00774,1,0,3.71,4.62
CUST00775,2,1,0.7,4.16
CUST00776,1,1,0.9,3.93
CUST00777,0,0,3.27,4.52
CUST00778,2,1,2.22,4.06
CUST00779,3,2,2.14,3.26
CUST00780,4,1,3.41,3.86
CUST00781,2,2,1.43,3.42
CUST00782,2,1,1.26,3.6
CUST00783,3,0,2.21,4.02
CUST00784,3,1,3.01,3.71
CUST00785,2,1,2.06,4.3
CUST00786,1,1,1.88,3.53
CUST00787,2,1,3.3,3.52
CUST00788,2,1,2.27,4.45
CUST00789,5,0,3.31,3.78
CUST00790,0,0,1.08,4.67
CUST00791,1,1,1.57,3.54
CUST00792,1,0,2.76,3.61
CUST00793,2,0,3.28,4.23
CUST00794,3,2,1.95,3.94
CUST00795,1,0,1.17,3.45
CUST00796,1,0,1.46,3.23
CUST00797,1,0,3.54,4.41
CUST00798,4,3,1.45,3.29
CUST00799,1,0,1.56,4.17
CUST00800,1,1,3.47,3.96
CUST00801,0,0,1.84,4.17
CUST00802,0,0,2.53,3.32
CUST00803,0,0,2.81,4.18
CUST00804,0,0,0.6,4.07
CUST00805,1,0,2.6,4.01
CUST00806,3,2,1.19,2.78
CUST00807,1,0,2.15,3.33
CUST00808,2,0,2.33,4.1
CUST00809,0,0,3.14,4.07
CUST00810,1,1,4.44,2.82
CUST00811,1,0,2.18,4.33
CUST00812,1,1,1.59,3.59
CUST00813,2,0,3.68,3.86
CUST00814,0,0,2.47,3.74
CUST00815,0,0,2.01,4.04
CUST00816,0,0,2.93,3.47
CUST00817,2,0,0.77,5.0
CUST00818,0,0,2.14,4.03
CUST00819,1,0,1.92,4.19
CUST00820,3,1,1.56,3.3
CUST00821,1,0,4.58,4.83
CUST00822,2,1,3.48,4.57
CUST00823,5,3,2.91,3.17
CUST00824,0,0,2.66,3.9
CUST00825,1,0,2.31,3.83
CUST00826,1,1,1.17,3.33
CUST00827,1,1,5.59,3.91
CUST00828,4,3,2.42,4.01
CUST00829,2,0,3.19,2.9
CUST00830,2,0,2.61,3.83
CUST00831,3,1,0.79,3.51
CUST00832,6,3,4.35,3.68
CUST00833,0,0,3.43,3.9
CUST00834,1,1,3.45,3.76
CUST00835,1,0,1.94,3.21
CUST00836,1,0,3.14,3.57
CUST00837,2,1,2.3,3.6
CUST00838,0,0,3.14,3.85
CUST00839,1,1,3.2,3.62
CUST00840,1,1,2.06,4.65
CUST00841,1,1,3.01,4.62
CUST00842,0,0,3.28,4.9
CUST00843,3,1,0.66,3.68
CUST00844,0,0,2.94,4.28
CUST00845,0,0,2.93,4.14
CUST00846,0,0,1.31,3.73
CUST00847,2,1,2.35,3.94
CUST00848,0,0,3.49,4.49
CUST00849,0,0,0.88,3.48
CUST00850,0,0,2.92,3.87
CUST00851,0,0,2.45,4.73
CUST00852,2,1,3.06,3.9
CUST00853,1,1,2.1,4.59
CUST00854,0,0,2.07,3.56
CUST00855,2,0,2.46,3.79
CUST00856,1,1,0.94,4.12
CUST00857,1,0,0.86,4.7
CUST00858,3,2,3.85,3.81
CUST00859,0,0,2.23,3.38
CUST00860,0,0,1.63,3.74
CUST00861,1,0,3.86,4.28
CUST00862,2,1,4.31,3.61
CUST00863,2,2,2.41,3.84
CUST00864,0,0,3.97,4.84
CUST00865,2,2,1.14,3.6
CUST00866,1,0,0.5,3.32
CUST00867,0,0,1.58,5.0
CUST00868,0,0,1.91,4.59
CUST00869,1,1,2.26,3.73
CUST00870,2,1,2.81,3.56
CUST00871,0,0,2.75,4.37
CUST00872,0,0,4.21,2.88
CUST00873,0,0,2.43,3.53
CUST00874,0,0,0.82,4.24
CUST00875,3,2,2.11,3.87
CUST00876,0,0,3.53,3.43
CUST00877,2,1,1.76,3.91
CUST00878,2,0,1.92,3.06
CUST00879,3,1,0.5,3.28
CUST00880,0,0,1.8,3.73
CUST00881,1,1,1.08,3.86
CUST00882,1,0,3.54,4.57
CUST00883,0,0,0.5,3.73
CUST00884,0,0,0.5,4.13
CUST00885,1,1,1.02,3.76
CUST00886,1,0,2.81,4.39
CUST00887,3,0,3.21,4.17
CUST00888,0,0,3.66,3.37
CUST00889,1,0,2.64,3.91
CUST00890,0,0,2.57,3.62
CUST00891,1,0,1.11,4.18
CUST00892,4,1,1.48,4.15
CUST00893,1,1,3.48,4.11
CUST00894,4,1,2.03,4.27
CUST00895,2,2,1.47,3.15
CUST00896,3,2,3.09,4.38
CUST00897,1,1,0.63,3.93
CUST00898,3,1,2.36,3.82
CUST00899,0,0,3.15,4.32
CUST00900,3,2,2.04,3.98
CUST00901,1,0,2.11,4.97
CUST00902,2,0,2.18,4.36
CUST00903,0,0,1.99,4.87
CUST00904,3,2,2.37,3.39
CUST00905,1,0,2.94,3.77
CUST00906,1,0,3.78,3.0
CUST00907,0,0,3.53,4.4
CUST00908,0,0,1.95,4.23
CUST00909,2,1,4.53,2.5
CUST00910,3,0,4.2,4.17
CUST00911,1,1,1.3,3.91
CUST00912,3,1,1.83,3.5
CUST00913,2,0,0.88,4.49
CUST00914,3,1,1.81,3.91
CUST00915,2,0,2.44,4.83
CUST00916,1,1,2.0,4.12
CUST00917,2,1,1.74,2.83
CUST00918,0,0,1.49,4.13
CUST00919,1,1,3.1,3.67
CUST00920,0,0,1.66,4.12
CUST00921,2,1,2.17,4.37
CUST00922,0,0,1.82,3.92
CUST00923,4,2,2.16,2.85
CUST00924,0,0,2.32,3.9
CUST00925,2,0,2.58,4.44
CUST00926,0,0,3.27,4.64
CUST00927,2,0,2.42,4.07
CUST00928,1,0,3.0,4.28
CUST00929,1,0,3.34,4.15
CUST00930,1,1,2.97,4.57
CUST00931,2,2,1.46,4.43
CUST00932,1,1,2.93,4.57
CUST00933,0,0,3.19,4.11
CUST00934,4,1,1.42,4.13
CUST00935,2,2,1.52,2.96
CUST00936,1,1,3.12,3.51
CUST00937,2,0,2.72,4.47
CUST00938,4,2,3.23,4.04
CUST00939,0,0,2.25,3.63
CUST00940,1,1,2.12,3.53
CUST00941,1,1,2.34,3.88
CUST00942,2,0,2.12,3.33
CUST00943,2,1,2.19,3.69
CUST00944,2,1,4.57,4.29
CUST00945,2,0,1.86,3.2
CUST00946,1,0,2.08,4.49
CUST00947,1,0,2.4,3.03
CUST00948,3,1,2.74,4.27
CUST00949,0,0,5.18,4.66
CUST00950,4,2,1.79,3.46
CUST00951,3,1,1.6,4.42
CUST00952,1,1,1.81,3.76
CUST00953,1,0,2.37,4.29
CUST00954,0,0,1.76,4.24
CUST00955,2,0,2.26,3.45
CUST00956,3,0,0.61,5.0
CUST00957,3,1,2.31,3.21
CUST00958,3,0,1.48,3.64
CUST00959,2,2,2.95,3.42
CUST00960,0,0,1.49,3.99
CUST00961,1,0,3.13,4.54
CUST00962,1,0,3.54,4.28
CUST00963,2,2,2.89,3.96
CUST00964,0,0,2.97,3.88
CUST00965,1,1,2.62,4.03
CUST00966,1,1,0.5,3.58
CUST00967,0,0,2.29,4.8
CUST00968,2,1,3.2,3.49
CUST00969,1,1,3.0,3.96
CUST00970,1,1,3.09,4.09
CUST00971,0,0,4.15,4.72
CUST00972,3,2,2.44,3.22
CUST00973,1,0,1.43,3.51
CUST00974,0,0,2.66,3.27
CUST00975,2,1,3.16,4.16
CUST00976,0,0,1.82,4.58
CUST00977,4,3,2.9,4.18
CUST00978,2,1,3.88,3.77
CUST00979,0,0,3.33,4.26
CUST00980,0,0,0.5,4.11
CUST00981,4,0,2.97,4.32
CUST00982,0,0,4.09,3.69
CUST00983,0,0,2.31,4.28
CUST00984,3,1,2.12,4.48
CUST00985,1,0,2.66,4.09
CUST00986,0,0,3.38,4.46
CUST00987,0,0,3.03,4.27
CUST00988,3,0,3.08,3.46
CUST00989,3,1,1.75,3.63
CUST00990,3,0,4.04,3.64
CUST00991,2,1,2.54,3.78
CUST00992,0,0,1.39,4.45
CUST00993,1,0,3.21,3.29
CUST00994,0,0,0.77,3.79
CUST00995,1,1,1.04,3.81
CUST00996,1,1,2.6,3.9
CUST00997,3,1,0.63,4.73
CUST00998,0,0,2.95,3.87
CUST00999,1,0,3.7,3.73
CUST01000,0,0,1.73,3.18
CUST01001,2,2,2.51,3.43
CUST01002,2,1,2.14,3.32
CUST01003,2,1,3.43,3.76
CUST01004,2,1,2.52,4.02
CUST01005,2,2,2.66,3.41
CUST01006,1,0,0.5,4.23
CUST01007,0,0,2.38,4.04
CUST01008,0,0,2.42,3.88
CUST01009,1,0,2.21,3.92
CUST01010,1,0,2.13,3.77
CUST01011,2,1,4.1,3.55
CUST01012,2,1,2.0,3.94
CUST01013,2,1,2.31,3.42
CUST01014,0,0,3.96,3.31
CUST01015,2,1,3.12,4.2
CUST01016,4,3,2.41,2.9
CUST01017,1,1,0.72,3.74
CUST01018,4,2,1.99,3.94
CUST01019,2,1,0.99,4.25
CUST01020,2,1,2.5,3.64
CUST01021,1,0,1.22,3.84
CUST01022,1,1,2.9,4.63
CUST01023,1,0,3.04,3.79
CUST01024,1,1,1.74,3.7
CUST01025,1,1,2.81,4.47
CUST01026,1,0,2.5,3.81
CUST01027,2,1,0.5,3.88
CUST01028,2,1,2.36,4.16
CUST01029,2,2,1.38,3.83
CUST01030,3,1,2.08,2.9
CUST01031,2,1,2.22,3.83
CUST01032,1,0,2.81,4.36
CUST01033,1,1,0.5,3.8
CUST01034,2,0,1.67,4.19
CUST01035,1,1,1.3,3.57
CUST01036,1,1,3.29,4.14
CUST01037,4,2,1.26,3.67
CUST01038,0,0,2.35,3.81
CUST01039,3,2,3.57,3.63
CUST01040,3,2,2.12,2.69
CUST01041,0,0,1.97,3.84
CUST01042,3,1,2.33,3.38
CUST01043,2,0,1.29,4.06
CUST01044,2,0,4.29,3.48
CUST01045,1,0,3.17,3.45
CUST01046,3,3,2.49,3.16
CUST01047,3,2,2.43,3.5
CUST01048,2,0,2.14,3.59
CUST01049,1,0,1.48,3.39
CUST01050,3,0,2.21,4.6
CUST01051,1,1,3.45,3.66
CUST01052,1,1,1.24,2.93
CUST01053,2,1,3.85,4.05
CUST01054,2,1,2.44,3.62
CUST01055,0,0,3.18,4.2
CUST01056,5,3,1.67,3.38
CUST01057,1,1,2.66,5.0
CUST01058,3,2,2.86,3.27
CUST01059,1,0,2.11,3.46
CUST01060,2,2,2.33,3.52
CUST01061,0,0,1.11,4.06
CUST01062,0,0,2.81,3.96
CUST01063,0,0,4.19,4.22
CUST01064,0,0,2.78,4.4
CUST01065,1,0,1.31,4.3
CUST01066,1,0,1.8,4.52
CUST01067,2,1,0.77,2.7
CUST01068,0,0,2.72,4.41
CUST01069,2,0,2.1,3.09
CUST01070,2,1,1.26,3.79
CUST01071,2,2,1.57,3.85
CUST01072,1,0,2.77,4.07
CUST01073,0,0,2.28,4.52
CUST01074,2,0,1.63,4.31
CUST01075,2,1,2.99,4.35
CUST01076,2,1,3.15,3.44
CUST01077,2,2,3.18,3.26
CUST01078,0,0,2.11,4.38
CUST01079,4,3,3.18,2.93
CUST01080,3,1,2.69,4.41
CUST01081,2,1,3.47,3.43
CUST01082,0,0,3.81,3.81
CUST01083,1,0,2.0,4.52
CUST01084,2,0,2.76,4.34
CUST01085,2,0,0.86,3.36
CUST01086,0,0,0.91,4.32
CUST01087,1,1,3.73,3.68
CUST01088,2,1,2.55,4.22
CUST01089,2,0,0.5,4.15
CUST01090,1,1,3.86,3.81
CUST01091,0,0,2.11,3.92
CUST01092,2,1,3.85,4.1
CUST01093,4,2,2.87,4.17
CUST01094,1,1,2.87,3.45
CUST01095,4,3,2.9,3.56
CUST01096,0,0,2.44,3.05
CUST01097,1,1,2.28,3.49
CUST01098,1,0,2.52,5.0
CUST01099,1,0,4.29,3.67
CUST01100,2,1,2.17,3.55
CUST01101,2,2,0.99,3.3
CUST01102,1,0,4.18,4.86
CUST01103,2,1,2.9,3.91
CUST01104,5,4,1.19,3.04
CUST01105,3,0,4.04,4.16
CUST01106,0,0,3.92,3.13
CUST01107,0,0,2.85,4.86
CUST01108,1,0,2.17,4.45
CUST01109,2,1,2.5,4.37
CUST01110,0,0,3.0,3.18
CUST01111,0,0,1.68,3.97
CUST01112,1,0,0.83,5.0
CUST01113,3,0,3.64,3.84
CUST01114,0,0,3.33,3.43
CUST01115,1,1,2.75,4.04
CUST01116,2,1,1.38,3.91
CUST01117,0,0,1.41,4.07
CUST01118,2,1,2.29,3.73
CUST01119,2,1,2.69,4.45
CUST01120,1,0,2.39,4.29
CUST01121,1,0,1.19,3.91
CUST01122,1,0,0.88,3.84
CUST01123,3,3,0.75,4.23
CUST01124,3,1,3.78,4.11
CUST01125,2,1,3.17,3.3
CUST01126,2,2,3.89,3.88
CUST01127,2,0,3.04,2.83
CUST01128,1,1,1.41,3.68
CUST01129,0,0,1.28,3.94
CUST01130,0,0,1.59,4.14
CUST01131,1,0,3.5,4.88
CUST01132,1,1,1.38,3.26
CUST01133,0,0,1.22,3.87
CUST01134,1,1,2.78,3.44
CUST01135,1,1,1.37,3.98
CUST01136,2,0,2.7,4.53
CUST01137,0,0,1.02,4.66
CUST01138,2,1,2.39,3.86
CUST01139,1,0,3.28,3.47
CUST01140,0,0,2.82,4.9
CUST01141,3,1,1.35,3.19
CUST01142,0,0,4.18,3.89
CUST01143,2,1,2.05,2.95
CUST01144,1,0,3.25,4.18
CUST01145,6,0,2.73,4.19
CUST01146,0,0,3.41,3.45
CUST01147,1,0,3.95,4.46
CUST01148,0,0,1.51,4.0
CUST01149,4,1,3.51,3.6
CUST01150,1,0,1.92,4.83
CUST01151,0,0,2.8,3.4
CUST01152,1,1,2.16,4.35
CUST01153,2,1,1.62,3.8
CUST01154,3,1,2.88,3.52
CUST01155,0,0,2.89,4.02
CUST01156,1,0,1.52,3.66
CUST01157,4,0,5.04,4.49
CUST01158,3,2,2.4,3.42
CUST01159,0,0,2.82,3.45
CUST01160,3,2,1.73,3.07
CUST01161,3,1,3.14,4.38
CUST01162,0,0,1.25,4.31
CUST01163,0,0,3.73,3.56
CUST01164,1,1,2.76,3.57
CUST01165,3,1,1.78,3.52
CUST01166,2,1,2.43,3.6
CUST01167,2,1,1.95,4.36
CUST01168,1,0,2.35,3.24
CUST01169,2,1,1.73,3.0
CUST01170,1,0,1.08,4.16
CUST01171,5,1,1.78,3.95
CUST01172,0,0,3.75,3.88
CUST01173,3,1,2.63,3.87
CUST01174,1,1,2.12,3.34
CUST01175,2,1,1.6,4.45
CUST01176,2,0,2.61,4.12
CUST01177,2,1,2.93,4.22
CUST01178,1,0,2.22,4.67
CUST01179,1,0,1.7,3.95
CUST01180,1,1,3.02,4.03
CUST01181,2,1,2.54,3.66
CUST01182,0,0,2.54,4.2
CUST01183,2,1,1.03,3.72
CUST01184,0,0,1.43,3.42
CUST01185,2,2,5.74,3.18
CUST01186,2,1,2.27,3.52
CUST01187,2,1,3.05,4.63
CUST01188,1,0,3.17,3.79
CUST01189,1,1,1.81,4.36
CUST01190,0,0,2.97,3.84
CUST01191,2,0,3.17,3.74
CUST01192,0,0,3.18,3.67
CUST01193,2,0,0.76,3.61
CUST01194,1,0,1.6,4.21
CUST01195,2,2,1.69,3.95
CUST01196,0,0,1.71,3.25
CUST01197,1,0,1.74,4.22
CUST01198,2,1,3.0,3.55
CUST01199,3,1,1.42,3.3
CUST01200,3,3,3.16,3.67
CUST01201,1,0,3.69,4.39
CUST01202,0,0,3.09,4.05
CUST01203,0,0,2.1,3.37
CUST01204,2,0,4.85,4.37
CUST01205,0,0,1.72,4.52
CUST01206,5,4,2.91,3.12
CUST01207,1,1,3.09,3.44
CUST01208,2,0,0.8,4.67
CUST01209,2,0,1.91,3.76
CUST01210,1,0,0.81,3.64
CUST01211,0,0,2.26,4.47
CUST01212,0,0,3.51,3.57
CUST01213,0,0,4.03,2.87
CUST01214,0,0,2.15,4.24
CUST01215,1,0,1.29,3.72
CUST01216,1,0,4.02,3.46
CUST01217,2,0,2.67,4.93
CUST01218,0,0,2.92,3.39
CUST01219,3,3,2.82,3.73
CUST01220,2,1,3.87,4.21
CUST01221,1,0,3.22,4.0
CUST01222,1,1,2.29,3.71
CUST01223,1,0,2.66,3.48
CUST01224,1,1,3.19,4.77
CUST01225,3,1,3.92,3.0
CUST01226,1,0,1.63,4.0
CUST01227,6,2,2.54,3.67
CUST01228,1,1,2.82,4.1
CUST01229,2,1,2.75,3.63
CUST01230,2,1,2.23,3.33
CUST01231,3,2,1.77,3.57
CUST01232,3,2,2.32,3.57
CUST01233,3,1,0.76,3.73
CUST01234,2,2,1.9,4.17
CUST01235,3,2,2.0,4.27
CUST01236,4,2,2.02,2.98
CUST01237,2,2,1.38,3.98
CUST01238,2,1,2.66,3.84
CUST01239,1,1,1.33,2.96
CUST01240,3,3,3.24,2.75
CUST01241,1,0,0.5,4.04
CUST01242,2,1,2.32,3.98
CUST01243,3,1,2.98,3.16
CUST01244,1,1,3.3,3.79
CUST01245,2,1,0.82,3.6
CUST01246,2,0,2.24,3.7
CUST01247,2,2,2.55,2.42
CUST01248,0,0,2.44,3.31
CUST01249,2,1,2.33,3.19
CUST01250,2,0,2.97,4.18
CUST01251,2,2,0.5,3.7
CUST01252,0,0,3.42,3.17
CUST01253,2,1,1.44,3.93
CUST01254,1,0,3.29,3.19
CUST01255,0,0,1.39,3.35
CUST01256,1,0,1.67,4.95
CUST01257,1,1,3.48,3.86
CUST01258,3,1,1.04,4.1
CUST01259,5,4,3.81,3.7
CUST01260,1,1,2.84,3.83
CUST01261,1,0,1.61,4.03
CUST01262,1,1,0.5,3.76
CUST01263,1,0,2.48,4.35
CUST01264,1,0,1.29,4.14
CUST01265,1,0,3.59,4.77
CUST01266,0,0,1.67,3.32
CUST01267,0,0,4.1,4.45
CUST01268,0,0,3.33,3.05
CUST01269,3,2,2.0,3.6
CUST01270,2,0,2.14,4.03
CUST01271,0,0,2.97,4.63
CUST01272,1,1,1.93,4.19
CUST01273,2,0,1.68,4.31
CUST01274,2,1,2.39,4.16
CUST01275,2,0,3.97,3.77
CUST01276,2,0,2.82,4.56
CUST01277,4,0,1.44,3.36
CUST01278,0,0,2.09,3.89
CUST01279,2,1,2.61,3.83
CUST01280,3,0,2.05,3.1
CUST01281,3,1,0.92,3.61
CUST01282,2,1,1.86,3.88
CUST01283,1,0,2.21,3.39
CUST01284,2,1,0.5,4.05
CUST01285,0,0,2.73,4.17
CUST01286,0,0,1.79,3.04
CUST01287,1,0,2.64,4.11
CUST01288,1,0,3.83,4.27
CUST01289,3,2,2.67,3.3
CUST01290,3,0,2.06,4.53
CUST01291,4,2,2.42,3.72
CUST01292,1,0,2.91,3.77
CUST01293,2,1,3.64,3.89
CUST01294,1,0,2.5,4.46
CUST01295,2,1,0.71,3.18
CUST01296,1,0,1.24,4.08
CUST01297,1,0,1.74,4.15
CUST01298,3,1,2.57,3.87
CUST01299,3,1,2.6,3.75
CUST01300,2,1,1.58,3.75
CUST01301,1,0,2.22,4.57
CUST01302,1,0,1.96,3.98
CUST01303,3,1,2.41,4.08
CUST01304,3,2,3.85,3.26
CUST01305,3,2,0.75,3.38
CUST01306,2,2,2.94,3.26
CUST01307,0,0,5.82,3.91
CUST01308,1,1,2.75,3.57
CUST01309,2,0,2.64,3.86
CUST01310,1,1,4.21,2.97
CUST01311,2,1,2.28,4.09
CUST01312,1,0,1.73,4.14
CUST01313,0,0,1.87,2.95
CUST01314,3,1,2.19,4.16
CUST01315,1,1,2.87,4.35
CUST01316,1,0,2.07,4.48
CUST01317,1,1,3.47,4.29
CUST01318,0,0,2.59,3.58
CUST01319,2,1,1.82,3.54
CUST01320,0,0,1.53,3.94
CUST01321,3,1,1.8,3.72
CUST01322,1,0,3.32,3.91
CUST01323,1,0,3.26,4.23
CUST01324,0,0,1.99,3.71
CUST01325,0,0,2.38,3.06
CUST01326,1,1,3.57,3.59
CUST01327,4,1,1.92,4.23
CUST01328,2,1,2.0,3.18
CUST01329,0,0,3.87,4.01
CUST01330,1,1,3.97,3.66
CUST01331,1,0,1.49,4.55
CUST01332,2,2,0.5,3.81
CUST01333,1,1,4.29,4.0
CUST01334,1,0,3.23,3.6
CUST01335,5,2,1.6,3.48
CUST01336,1,0,1.72,3.63
CUST01337,0,0,1.16,4.68
CUST01338,1,0,1.91,3.74
CUST01339,2,0,2.43,4.1
CUST01340,0,0,0.5,3.26
CUST01341,3,3,0.81,4.18
CUST01342,1,0,2.39,3.71
CUST01343,0,0,1.78,4.22
CUST01344,1,1,5.18,3.22
CUST01345,1,1,2.58,4.1
CUST01346,4,0,1.55,3.96
CUST01347,0,0,3.94,3.33
CUST01348,4,4,1.9,3.09
CUST01349,1,1,1.65,3.13
CUST01350,3,2,2.49,3.44
CUST01351,0,0,3.05,5.0
CUST01352,2,0,1.75,4.7
CUST01353,0,0,2.14,4.12
CUST01354,2,1,0.64,3.87
CUST01355,1,0,2.88,4.61
CUST01356,0,0,2.28,3.88
CUST01357,0,0,2.39,3.81
CUST01358,1,1,2.54,4.63
CUST01359,4,1,1.72,3.97
CUST01360,3,1,2.76,3.44
CUST01361,3,1,1.29,3.55
CUST01362,1,0,1.87,5.0
CUST01363,0,0,1.98,3.54
CUST01364,2,1,1.77,3.71
CUST01365,1,1,2.09,4.38
CUST01366,2,0,3.01,3.43
CUST01367,0,0,1.92,3.3
CUST01368,1,0,2.34,4.22
CUST01369,0,0,2.39,3.82
CUST01370,0,0,3.47,3.22
CUST01371,0,0,3.17,3.99
CUST01372,3,1,2.94,3.99
CUST01373,2,2,1.65,4.44
CUST01374,1,0,2.86,4.04
CUST01375,1,1,2.5,3.8
CUST01376,1,0,2.33,3.76
CUST01377,2,1,3.82,4.14
CUST01378,2,1,3.37,3.24
CUST01379,1,0,2.42,4.06
CUST01380,0,0,1.61,4.04
CUST01381,3,1,4.07,4.9
CUST01382,1,0,2.0,3.19
CUST01383,2,0,2.17,3.5
CUST01384,1,1,3.34,4.29
CUST01385,2,2,2.41,3.5
CUST01386,1,0,3.97,5.0
CUST01387,1,1,2.73,3.85
CUST01388,3,1,2.55,3.64
CUST01389,1,1,2.24,4.6
CUST01390,3,0,1.97,3.71
CUST01391,1,0,1.14,3.87
CUST01392,2,1,2.41,3.32
CUST01393,0,0,4.14,2.88
CUST01394,2,0,2.24,3.66
CUST01395,2,1,1.93,4.56
CUST01396,2,1,1.52,4.23
CUST01397,0,0,1.34,3.48
CUST01398,4,1,2.89,3.81
CUST01399,0,0,1.34,3.41
CUST01400,1,0,1.82,3.45
CUST01401,1,0,0.75,4.97
CUST01402,0,0,2.85,4.75
CUST01403,3,1,2.08,3.7
CUST01404,0,0,1.86,4.34
CUST01405,4,1,1.31,3.83
CUST01406,0,0,4.05,3.74
CUST01407,3,2,2.35,4.25
CUST01408,0,0,3.53,4.44
CUST01409,1,0,1.47,3.57
CUST01410,1,0,2.56,4.15
CUST01411,0,0,4.11,4.92
CUST01412,4,1,2.92,3.57
CUST01413,2,0,3.11,4.43
CUST01414,4,1,1.95,4.06
CUST01415,2,1,2.77,3.47
CUST01416,0,0,1.49,4.33
CUST01417,1,0,2.69,3.73
CUST01418,2,1,2.6,3.37
CUST01419,1,1,3.25,3.6
CUST01420,3,2,3.02,2.64
CUST01421,1,0,2.95,4.5
CUST01422,3,0,2.95,4.37
CUST01423,1,1,1.58,4.08
CUST01424,2,0,3.72,4.25
CUST01425,4,3,3.76,3.2
CUST01426,2,0,3.83,3.71
CUST01427,0,0,0.85,4.09
CUST01428,4,2,3.13,3.67
CUST01429,2,2,2.72,3.76
CUST01430,2,0,2.94,4.13
CUST01431,3,1,1.35,3.56
CUST01432,2,1,3.79,3.97
CUST01433,1,0,2.63,3.85
CUST01434,1,0,3.26,4.54
CUST01435,1,1,3.36,3.66
CUST01436,0,0,2.86,4.04
CUST01437,2,1,1.44,3.75
CUST01438,0,0,2.55,3.76
CUST01439,2,1,3.5,4.31
CUST01440,1,0,2.34,4.53
CUST01441,2,0,0.69,4.43
CUST01442,1,0,3.09,3.29
CUST01443,2,1,2.43,3.27
CUST01444,3,0,2.75,5.0
CUST01445,1,1,1.26,3.2
CUST01446,1,1,2.04,3.5
CUST01447,1,1,3.38,3.91
CUST01448,1,0,2.81,4.48
CUST01449,0,0,2.42,3.89
CUST01450,4,2,2.82,3.36
CUST01451,1,1,2.54,4.27
CUST01452,3,1,4.45,4.15
CUST01453,1,1,3.96,4.75
CUST01454,0,0,2.89,3.46
CUST01455,1,0,2.84,3.88
CUST01456,1,0,4.24,4.09
CUST01457,2,1,2.95,3.42
CUST01458,1,0,2.79,3.95
CUST01459,0,0,1.32,3.55
CUST01460,1,0,2.52,4.01
CUST01461,2,0,2.37,3.1
CUST01462,4,0,1.53,4.03
CUST01463,0,0,2.8,4.1
CUST01464,1,0,2.33,3.77
CUST01465,1,1,3.46,3.86
CUST01466,1,1,2.75,3.87
CUST01467,5,1,1.74,3.99
CUST01468,0,0,2.38,3.06
CUST01469,1,0,4.04,5.0
CUST01470,1,1,4.32,4.2
CUST01471,5,4,2.89,2.63
CUST01472,1,0,3.65,3.42
CUST01473,1,1,1.03,3.76
CUST01474,1,1,1.74,3.4
CUST01475,1,0,2.96,4.01
CUST01476,1,0,3.4,3.3
CUST01477,1,0,2.78,4.03
CUST01478,4,2,1.88,4.17
CUST01479,0,0,1.04,3.75
CUST01480,1,1,2.62,4.18
CUST01481,1,0,3.26,4.51
CUST01482,1,0,1.65,3.07
CUST01483,0,0,2.08,4.73
CUST01484,2,1,2.77,3.49
CUST01485,1,0,3.16,3.22
CUST01486,2,0,0.73,3.8
CUST01487,0,0,2.45,3.3
CUST01488,1,1,1.75,3.4
CUST01489,5,3,3.04,3.53
CUST01490,3,1,0.85,4.19
CUST01491,3,1,2.03,4.56
CUST01492,2,1,3.01,3.89
CUST01493,2,0,3.19,3.65
CUST01494,1,0,3.51,4.47
CUST01495,0,0,2.04,4.07
CUST01496,2,0,2.38,3.23
CUST01497,3,0,1.82,4.19
CUST01498,2,0,3.0,4.15
CUST01499,3,1,2.8,3.57
CUST01500,2,0,3.63,4.35
CUST01501,1,0,2.56,2.98
CUST01502,1,0,2.13,3.74
CUST01503,2,1,2.36,3.85
CUST01504,1,0,0.5,3.58
CUST01505,0,0,2.75,4.8
CUST01506,1,0,1.51,4.39
CUST01507,2,1,1.07,4.12
CUST01508,4,1,3.49,2.71
CUST01509,1,0,2.33,4.08
CUST01510,2,1,2.69,3.31
CUST01511,1,1,3.27,3.51
CUST01512,0,0,2.6,3.59
CUST01513,1,0,1.4,3.24
CUST01514,1,0,3.62,3.0
CUST01515,1,1,4.2,3.54
CUST01516,2,2,1.95,3.42
CUST01517,2,0,3.68,3.45
CUST01518,0,0,3.51,3.5
CUST01519,2,0,1.63,3.65
CUST01520,3,3,0.91,3.63
CUST01521,2,2,1.9,3.45
CUST01522,2,1,0.5,3.09
CUST01523,1,0,2.73,3.8
CUST01524,1,0,2.32,4.37
CUST01525,1,0,3.5,3.73
CUST01526,3,1,2.01,3.66
CUST01527,0,0,2.34,3.21
CUST01528,1,1,3.99,3.4
CUST01529,1,1,1.95,2.7
CUST01530,2,0,2.57,4.1
CUST01531,3,2,1.46,4.3
CUST01532,4,2,1.68,3.54
CUST01533,2,0,2.72,4.39
CUST01534,3,1,0.5,3.84
CUST01535,2,1,1.03,3.74
CUST01536,1,0,3.91,4.3
CUST01537,1,0,2.42,4.83
CUST01538,2,1,2.2,4.26
CUST01539,3,3,1.72,3.69
CUST01540,1,1,3.49,3.98
CUST01541,0,0,5.83,3.86
CUST01542,3,0,3.7,3.89
CUST01543,2,1,1.79,2.85
CUST01544,0,0,3.2,4.35
CUST01545,2,0,2.6,4.68
CUST01546,1,1,2.21,3.19
CUST01547,3,2,2.5,3.65
CUST01548,1,0,2.7,4.46
